cluster,gene
GDF15 Fib,SESN2
GDF15 Fib,SLC3A2
GDF15 Fib,CEBPG
GDF15 Fib,MTHFD2
GDF15 Fib,EIF1
GDF15 Fib,TCEA1
GDF15 Fib,IARS
GDF15 Fib,SHMT2
GDF15 Fib,SARS
GDF15 Fib,YARS
GDF15 Fib,ARHGEF2
GDF15 Fib,ATF4
GDF15 Fib,ZFAS1
GDF15 Fib,PHGDH
GDF15 Fib,SLC7A1
GDF15 Fib,GARS
GDF15 Fib,FTH1
GDF15 Fib,SH3BGR
GDF15 Fib,AKNA
GDF15 Fib,HSPA9
GDF15 Fib,GOT1
GDF15 Fib,AARS
GDF15 Fib,SLC38A1
GDF15 Fib,ANP32B
GDF15 Fib,EIF4EBP1
GDF15 Fib,BCAT1
GDF15 Fib,DDIT3
GDF15 Fib,DDIT4
GDF15 Fib,MARS
GDF15 Fib,SLC1A5
GDF15 Fib,UNC5B
GDF15 Fib,EIF2S2
GDF15 Fib,CEBPB
GDF15 Fib,SNHG12
GDF15 Fib,RPL4
GDF15 Fib,SGCG
GDF15 Fib,RPS19
GDF15 Fib,NUPR1
GDF15 Fib,PABPC1
GDF15 Fib,RSL24D1
GDF15 Fib,BBC3
GDF15 Fib,C6orf48
GDF15 Fib,XBP1
GDF15 Fib,RPS6
GDF15 Fib,RNF187
GDF15 Fib,RPS3A
GDF15 Fib,CARS
GDF15 Fib,RPS5
GDF15 Fib,EEF1B2
GDF15 Fib,ODC1
GDF15 Fib,NDUFA4L2
GDF15 Fib,GTPBP2
GDF15 Fib,SLC7A5
GDF15 Fib,CYCS
GDF15 Fib,RPL5
GDF15 Fib,NPM1
GDF15 Fib,RPL21
GDF15 Fib,PCK2
GDF15 Fib,RPS12
GDF15 Fib,HERPUD1
GDF15 Fib,LARP6
GDF15 Fib,PHLDA2
GDF15 Fib,SNHG7
GDF15 Fib,SQSTM1
GDF15 Fib,RHEB
GDF15 Fib,H2AFZ
GDF15 Fib,TARS
GDF15 Fib,DNAJB9
GDF15 Fib,RPLP0
GDF15 Fib,RPS16
GDF15 Fib,YBX1
GDF15 Fib,VEGFA
GDF15 Fib,SNHG8
GDF15 Fib,FTL
GDF15 Fib,RPL26
GDF15 Fib,PTP4A2
GDF15 Fib,RPS13
GDF15 Fib,RPS27A
GDF15 Fib,RPS18
GDF15 Fib,RPL30
GDF15 Fib,PNRC1
GDF15 Fib,SYBU
GDF15 Fib,EPRS
GDF15 Fib,RPL8
GDF15 Fib,RPL18
GDF15 Fib,LONP1
GDF15 Fib,RPL41
GDF15 Fib,RPL36
GDF15 Fib,NACA
GDF15 Fib,RPLP2
GDF15 Fib,RPL36AL
GDF15 Fib,TAF1D
GDF15 Fib,ATF3
GDF15 Fib,IFRD1
GDF15 Fib,RPL18A
GDF15 Fib,EPB41L4A-AS1
GDF15 Fib,RPL13A
GDF15 Fib,CCNI
GDF15 Fib,SLC16A1
GDF15 Fib,HYOU1
GDF15 Fib,EEF1A1
GDF15 Fib,EIF1B
GDF15 Fib,RPLP1
GDF15 Fib,RPS15A
GDF15 Fib,RPS3
GDF15 Fib,HSPA5
GDF15 Fib,PTGES3
GDF15 Fib,P4HA2
GDF15 Fib,RPL15
GDF15 Fib,RPL9
GDF15 Fib,FAU
GDF15 Fib,CAMTA2
GDF15 Fib,HSPA13
GDF15 Fib,GFPT1
GDF15 Fib,RPL19
GDF15 Fib,RPS24
GDF15 Fib,RCN1
GDF15 Fib,MKNK2
GDF15 Fib,RPL38
GDF15 Fib,EIF4B
GDF15 Fib,UCHL1
GDF15 Fib,RPL36A
GDF15 Fib,HSP90AB1
GDF15 Fib,BTG1
GDF15 Fib,ALDH1L2
GDF15 Fib,RPS8
GDF15 Fib,TBX15
GDF15 Fib,RPS2
GDF15 Fib,FAM129A
GDF15 Fib,RPL35
GDF15 Fib,BNIP3
GDF15 Fib,ANKRD11
GDF15 Fib,RPL22
GDF15 Fib,EIF5
GDF15 Fib,RAD23A
GDF15 Fib,RPS11
GDF15 Fib,RPL39
GDF15 Fib,TOMM40
GDF15 Fib,CCT6A
GDF15 Fib,MAGOH
GDF15 Fib,RPS21
GDF15 Fib,RPL24
GDF15 Fib,RPS7
GDF15 Fib,SEL1L
GDF15 Fib,LINC01133
GDF15 Fib,RPL35A
GDF15 Fib,PHF1
GDF15 Fib,PCNP
GDF15 Fib,RPL32
GDF15 Fib,EIF2S1
GDF15 Fib,LRRC59
GDF15 Fib,PMAIP1
GDF15 Fib,CLIP1
GDF15 Fib,ECI1
GDF15 Fib,MSC
GDF15 Fib,RSL1D1
GDF15 Fib,RPS20
GDF15 Fib,RPL27
GDF15 Fib,NARS
GDF15 Fib,SET
GDF15 Fib,RTN3
GDF15 Fib,TNFRSF10B
GDF15 Fib,TIMM44
GDF15 Fib,SEC61G
GDF15 Fib,SRP72
GDF15 Fib,CCNB1IP1
GDF15 Fib,RPL13
GDF15 Fib,PSMA7
GDF15 Fib,FICD
GDF15 Fib,RPL29
GDF15 Fib,LRIF1
GDF15 Fib,CDK2AP2
GDF15 Fib,STC2
GDF15 Fib,RABGGTB
GDF15 Fib,GUCY1A2
GDF15 Fib,PYCR1
GDF15 Fib,RPL37
GDF15 Fib,RPL3
GDF15 Fib,SRPRB
GDF15 Fib,ZFAND3
GDF15 Fib,UFM1
GDF15 Fib,SEC61B
GDF15 Fib,RPF2
GDF15 Fib,TCP1
GDF15 Fib,RPS27
GDF15 Fib,RPL17
GDF15 Fib,TNFRSF10D
GDF15 Fib,SERP1
GDF15 Fib,PXK
GDF15 Fib,RGS16
GDF15 Fib,KLF4
GDF15 Fib,RPS10
GDF15 Fib,GBE1
GDF15 Fib,CANX
GDF15 Fib,BLOC1S2
GDF15 Fib,EIF2A
GDF15 Fib,RPL6
GDF15 Fib,GADD45A
GDF15 Fib,UBE2D3
GDF15 Fib,TSSC4
GDF15 Fib,RPS23
GDF15 Fib,SELENOS
GDF15 Fib,TUBA1C
GDF15 Fib,RPL10
GDF15 Fib,RPL37A
GDF15 Fib,EEF2
GDF15 Fib,WDR45B
GDF15 Fib,RPS27L
GDF15 Fib,IRF1
GDF15 Fib,FADS1
GDF15 Fib,NAMPT
GDF15 Fib,RPS17
GDF15 Fib,RPS25
GDF15 Fib,TGIF1
GDF15 Fib,KHDRBS3
GDF15 Fib,PNO1
GDF15 Fib,NSA2
GDF15 Fib,CDKN1A
GDF15 Fib,GOLT1B
GDF15 Fib,CIRBP
GDF15 Fib,SLC25A33
GDF15 Fib,G0S2
GDF15 Fib,DYNC1LI2
GDF15 Fib,RPSA
GDF15 Fib,RAN
GDF15 Fib,EIF3M
GDF15 Fib,FADS3
GDF15 Fib,ATXN2L
GDF15 Fib,GNL3
GDF15 Fib,CRNDE
GDF15 Fib,MAP1LC3B
GDF15 Fib,NANS
GDF15 Fib,CACYBP
GDF15 Fib,PRELID3B
GDF15 Fib,SAE1
GDF15 Fib,HSPH1
GDF15 Fib,RPL11
GDF15 Fib,RPL7
GDF15 Fib,PTMA
GDF15 Fib,MED10
GDF15 Fib,TATDN1
GDF15 Fib,PPP1R15A
GDF15 Fib,JDP2
GDF15 Fib,PTP4A1
GDF15 Fib,DERL2
GDF15 Fib,ACSL1
GDF15 Fib,EIF3D
GDF15 Fib,CDV3
GDF15 Fib,LACTB2
GDF15 Fib,TOMM20
GDF15 Fib,TPT1
GDF15 Fib,HIST3H2A
GDF15 Fib,SCRG1
GDF15 Fib,EIF3H
GDF15 Fib,RPL28
GDF15 Fib,IFT20
GDF15 Fib,HNRNPAB
GDF15 Fib,BRD4
GDF15 Fib,MAFG
GDF15 Fib,COPS3
GDF15 Fib,RNPS1
GDF15 Fib,CCPG1
GDF15 Fib,MXD1
GDF15 Fib,CGRRF1
GDF15 Fib,BUD31
GDF15 Fib,BOD1
GDF15 Fib,NAP1L1
GDF15 Fib,C12orf57
GDF15 Fib,ZPR1
GDF15 Fib,SLC38A2
GDF15 Fib,MRPL49
GDF15 Fib,UBE2M
GDF15 Fib,TMEM70
GDF15 Fib,RPL23A
GDF15 Fib,TXNL1
GDF15 Fib,SGTA
GDF15 Fib,RAB32
GDF15 Fib,PAIP1
GDF15 Fib,MEX3C
GDF15 Fib,RPS14
GDF15 Fib,SSR3
GDF15 Fib,CCT8
GDF15 Fib,NFKBIB
GDF15 Fib,CSDE1
GDF15 Fib,RFNG
GDF15 Fib,SGF29
GDF15 Fib,UBE2B
GDF15 Fib,FKBP4
GDF15 Fib,TXNRD1
GDF15 Fib,UBXN1
GDF15 Fib,ARF1
GDF15 Fib,RPL23
GDF15 Fib,MYDGF
GDF15 Fib,UBA2
GDF15 Fib,DDR2
GDF15 Fib,RTRAF
GDF15 Fib,RPS29
GDF15 Fib,ARFGAP3
GDF15 Fib,RPL12
GDF15 Fib,MIS12
GDF15 Fib,CDK4
GDF15 Fib,KIF5B
GDF15 Fib,MAP1B
GDF15 Fib,HSPD1
GDF15 Fib,LURAP1L
GDF15 Fib,CNBP
GDF15 Fib,KPNA2
GDF15 Fib,RPS15
GDF15 Fib,PKN1
GDF15 Fib,MT2A
GDF15 Fib,RPS19BP1
GDF15 Fib,VAPA
GDF15 Fib,TUBB4B
GDF15 Fib,RASSF1
GDF15 Fib,MCM7
GDF15 Fib,CCT4
GDF15 Fib,BTF3
GDF15 Fib,BRD2
GDF15 Fib,PTS
GDF15 Fib,RPL10A
GDF15 Fib,RPL14
GDF15 Fib,MRPS18B
GDF15 Fib,LRRFIP1
GDF15 Fib,NDUFAF4
GDF15 Fib,PCBP1
GDF15 Fib,VPS4A
GDF15 Fib,NOL7
GDF15 Fib,PFDN5
GDF15 Fib,SURF2
GDF15 Fib,HNRNPA1
GDF15 Fib,AIMP2
GDF15 Fib,RACK1
GDF15 Fib,DCAF13
GDF15 Fib,EIF2S3
GDF15 Fib,KCMF1
GDF15 Fib,RPL34
GDF15 Fib,SIAH1
GDF15 Fib,MRPL21
GDF15 Fib,IMP4
GDF15 Fib,BCAS2
GDF15 Fib,EDEM1
GDF15 Fib,STIP1
GDF15 Fib,ARPC5L
GDF15 Fib,UBE2S
GDF15 Fib,IER5
GDF15 Fib,TBC1D15
GDF15 Fib,RPS28
GDF15 Fib,AEN
GDF15 Fib,OSTM1
GDF15 Fib,MAFB
GDF15 Fib,PRKRA
GDF15 Fib,OPTN
GDF15 Fib,WBP2
GDF15 Fib,SEC11C
GDF15 Fib,C8orf33
GDF15 Fib,DNAJA1
GDF15 Fib,GHITM
GDF15 Fib,SRP19
GDF15 Fib,PSMD12
GDF15 Fib,ST13
GDF15 Fib,CCDC59
GDF15 Fib,MRPL52
GDF15 Fib,SEC11A
GDF15 Fib,SAP18
GDF15 Fib,PAPOLA
GDF15 Fib,USP36
GDF15 Fib,UBA52
GDF15 Fib,VDAC1
GDF15 Fib,RRAGC
GDF15 Fib,LARS
GDF15 Fib,UQCRH
GDF15 Fib,GLRX2
GDF15 Fib,IFRD2
GDF15 Fib,DDX21
GDF15 Fib,PABPC4
GDF15 Fib,PTX3
GDF15 Fib,PFDN2
GDF15 Fib,SBDS
GDF15 Fib,MTHFD1L
GDF15 Fib,RBM8A
GDF15 Fib,PGM3
GDF15 Fib,NAPA
GDF15 Fib,DPM1
GDF15 Fib,STK24
GDF15 Fib,KMT5A
GDF15 Fib,EEF1D
GDF15 Fib,METRNL
GDF15 Fib,UBE2J1
GDF15 Fib,GAR1
GDF15 Fib,TRIR
GDF15 Fib,MAP2K2
GDF15 Fib,PRELID1
GDF15 Fib,YBX3
GDF15 Fib,BRIX1
GDF15 Fib,ZCCHC7
GDF15 Fib,THAP9-AS1
GDF15 Fib,GNG5
GDF15 Fib,NDUFA6
GDF15 Fib,SLC25A5
GDF15 Fib,ATP6V1G1
GDF15 Fib,BTF3L4
GDF15 Fib,RNF126
GDF15 Fib,DNAJB1
GDF15 Fib,MCUR1
GDF15 Fib,NOP53
GDF15 Fib,UBE2D2
GDF15 Fib,LARP1
GDF15 Fib,LRRC75A
GDF15 Fib,GCLM
GDF15 Fib,PSMA5
GDF15 Fib,KPNB1
GDF15 Fib,IPO5
GDF15 Fib,PSMD7
GDF15 Fib,DPH3
GDF15 Fib,EIF3I
GDF15 Fib,AIMP1
GDF15 Fib,UQCRB
GDF15 Fib,RPL27A
GDF15 Fib,UBE2R2
GDF15 Fib,HAX1
GDF15 Fib,RPS9
GDF15 Fib,TMEM258
GDF15 Fib,DAP3
GDF15 Fib,STRAP
GDF15 Fib,CHCHD3
GDF15 Fib,GDI2
GDF15 Fib,ANAPC16
GDF15 Fib,EIF3B
GDF15 Fib,NEU1
GDF15 Fib,PSMC1
GDF15 Fib,SLC25A6
GDF15 Fib,LETMD1
GDF15 Fib,SPART
GDF15 Fib,OAZ1
GDF15 Fib,CFAP36
GDF15 Fib,MZT1
GDF15 Fib,SLIRP
GDF15 Fib,OSER1
GDF15 Fib,SLC39A14
GDF15 Fib,MAT2A
GDF15 Fib,TIMM17A
GDF15 Fib,RPL7A
GDF15 Fib,SNHG15
GDF15 Fib,RNF114
GDF15 Fib,SPCS2
GDF15 Fib,TNFAIP6
GDF15 Fib,APOPT1
GDF15 Fib,SNRPB
GDF15 Fib,CEBPZ
GDF15 Fib,ARIH2
GDF15 Fib,DNAJC25
GDF15 Fib,VTI1B
GDF15 Fib,GNL2
GDF15 Fib,RAD23B
GDF15 Fib,NR3C1
GDF15 Fib,COX7A2L
GDF15 Fib,RNPEPL1
GDF15 Fib,C8orf82
GDF15 Fib,SRP68
GDF15 Fib,ARF4
GDF15 Fib,FAM208B
GDF15 Fib,SSSCA1
GDF15 Fib,CHORDC1
GDF15 Fib,H2AFX
GDF15 Fib,PSME2
GDF15 Fib,NUP58
GDF15 Fib,LRRC47
GDF15 Fib,SEC61A1
GDF15 Fib,COX6A1
GDF15 Fib,MRPL3
GDF15 Fib,TMED2
GDF15 Fib,WDR74
GDF15 Fib,EIF3J
GDF15 Fib,CSNK2A2
GDF15 Fib,POLR2C
GDF15 Fib,REXO2
GDF15 Fib,ZNF274
GDF15 Fib,GGCT
GDF15 Fib,ZFPM1
GDF15 Fib,NFIL3
GDF15 Fib,LIMS1
GDF15 Fib,PDCD5
GDF15 Fib,LARP1B
GDF15 Fib,PSMB6
GDF15 Fib,IPO7
GDF15 Fib,GOLGA4
GDF15 Fib,SLC39A7
GDF15 Fib,TRIAP1
GDF15 Fib,EXOSC6
GDF15 Fib,COX5A
GDF15 Fib,BAX
GDF15 Fib,NXT1
GDF15 Fib,UQCRFS1
GDF15 Fib,ADIPOR1
GDF15 Fib,ADRM1
GDF15 Fib,SYF2
GDF15 Fib,BRI3
GDF15 Fib,EIF6
GDF15 Fib,ING1
GDF15 Fib,IDI1
GDF15 Fib,TMEM41B
GDF15 Fib,DNAJC21
GDF15 Fib,TIPRL
GDF15 Fib,ALG5
GDF15 Fib,RBCK1
GDF15 Fib,ATP6V0B
GDF15 Fib,RPP25
GDF15 Fib,ORMDL1
GDF15 Fib,AK6
GDF15 Fib,ILF2
GDF15 Fib,TYMP
GDF15 Fib,SEPHS2
GDF15 Fib,GOLGA3
GDF15 Fib,SDHB
GDF15 Fib,H1F0
GDF15 Fib,FAM96B
GDF15 Fib,YME1L1
GDF15 Fib,TPD52L2
GDF15 Fib,UBC
GDF15 Fib,GADD45G
GDF15 Fib,MRPL27
GDF15 Fib,MRPL4
GDF15 Fib,COPS2
GDF15 Fib,NCL
GDF15 Fib,MPST
GDF15 Fib,HDLBP
GDF15 Fib,MAP4K4
GDF15 Fib,PITHD1
GDF15 Fib,SRSF4
GDF15 Fib,DDX18
GDF15 Fib,EIF3L
GDF15 Fib,EIF4H
GDF15 Fib,SNRPE
GDF15 Fib,SERTAD1
GDF15 Fib,TRAK2
GDF15 Fib,SCML1
GDF15 Fib,CHMP4A
GDF15 Fib,USP1
GDF15 Fib,PSMD8
GDF15 Fib,RNH1
GDF15 Fib,SERBP1
GDF15 Fib,TBC1D20
GDF15 Fib,PTPN11
GDF15 Fib,EIF3A
GDF15 Fib,EXOSC1
GDF15 Fib,NAA50
GDF15 Fib,TIMM9
GDF15 Fib,NIP7
GDF15 Fib,COPS8
GDF15 Fib,GTF3A
GDF15 Fib,NCBP2
GDF15 Fib,LBH
GDF15 Fib,ATG101
GDF15 Fib,NOP58
GDF15 Fib,TKT
GDF15 Fib,AP3D1
GDF15 Fib,RELA
GDF15 Fib,SNRPG
GDF15 Fib,PPP1R14B
GDF15 Fib,FYTTD1
GDF15 Fib,POLR1D
GDF15 Fib,TMX2
GDF15 Fib,EIF3F
GDF15 Fib,PIP4P1
GDF15 Fib,NIFK
GDF15 Fib,PDAP1
GDF15 Fib,RPL31
GDF15 Fib,SRM
GDF15 Fib,VDAC2
GDF15 Fib,TRIM56
GDF15 Fib,SCFD1
GDF15 Fib,SRSF3
GDF15 Fib,CCT2
GDF15 Fib,PSMC3
GDF15 Fib,HNRNPA3
GDF15 Fib,PIM3
GDF15 Fib,CMSS1
GDF15 Fib,CDC26
GDF15 Fib,WAC
GDF15 Fib,STOML2
GDF15 Fib,EMD
GDF15 Fib,SRPRA
GDF15 Fib,ARPC4
GDF15 Fib,EGR2
GDF15 Fib,PSMD6
GDF15 Fib,GLRX3
GDF15 Fib,ARL6IP1
GDF15 Fib,PSMC6
GDF15 Fib,PSMF1
GDF15 Fib,NDUFAF2
GDF15 Fib,ELOC
GDF15 Fib,PHPT1
GDF15 Fib,TOMM22
GDF15 Fib,NTMT1
GDF15 Fib,NGDN
GDF15 Fib,MED8
GDF15 Fib,UBE2V2
GDF15 Fib,FNIP1
GDF15 Fib,SUCO
GDF15 Fib,MRPL33
GDF15 Fib,MORF4L1
GDF15 Fib,EDF1
GDF15 Fib,C1orf43
GDF15 Fib,MAZ
GDF15 Fib,RNF6
GDF15 Fib,TNFRSF12A
GDF15 Fib,SEC22B
GDF15 Fib,ARL4A
GDF15 Fib,CISD2
GDF15 Fib,MT1X
GDF15 Fib,ATP5MC2
GDF15 Fib,UPP1
GDF15 Fib,CCDC71L
GDF15 Fib,KDELR2
GDF15 Fib,SERPINH1
GDF15 Fib,PYURF
GDF15 Fib,RPS4X
GDF15 Fib,CCT7
GDF15 Fib,CLINT1
GDF15 Fib,PLPP5
GDF15 Fib,ARL14EP
GDF15 Fib,ETF1
GDF15 Fib,RPS26
GDF15 Fib,GLIS2
GDF15 Fib,CYLD
GDF15 Fib,PPP4R3A
GDF15 Fib,MRPL54
GDF15 Fib,BCL7B
GDF15 Fib,NR1D2
GDF15 Fib,CDR2
GDF15 Fib,ZFAND2A
GDF15 Fib,AHSA1
GDF15 Fib,HSPA8
GDF15 Fib,SARAF
GDF15 Fib,PRPF40A
GDF15 Fib,PAK1IP1
GDF15 Fib,PA2G4
GDF15 Fib,DDX39A
GDF15 Fib,TPD52L1
GDF15 Fib,JAGN1
GDF15 Fib,TBRG1
GDF15 Fib,SMDT1
GDF15 Fib,ADAM17
GDF15 Fib,EBNA1BP2
GDF15 Fib,SPHK1
GDF15 Fib,URI1
GDF15 Fib,SLTM
GDF15 Fib,ARCN1
GDF15 Fib,HNRNPF
GDF15 Fib,BCCIP
GDF15 Fib,MDM2
GDF15 Fib,SF3B5
GDF15 Fib,CPEB4
GDF15 Fib,TAX1BP1
GDF15 Fib,COMMD6
GDF15 Fib,TRMT112
GDF15 Fib,TULP3
GDF15 Fib,LSM7
GDF15 Fib,MYC
GDF15 Fib,PSMD13
GDF15 Fib,CHTOP
GDF15 Fib,YWHAE
GDF15 Fib,PSMD3
GDF15 Fib,HEXIM1
GDF15 Fib,SNX2
GDF15 Fib,SRSF8
GDF15 Fib,SLC25A37
GDF15 Fib,CNIH4
GDF15 Fib,ZNF622
GDF15 Fib,ATP5F1B
GDF15 Fib,C19orf24
GDF15 Fib,SELENOK
GDF15 Fib,JUND
GDF15 Fib,SNRPA1
GDF15 Fib,WDR43
GDF15 Fib,TSPYL2
GDF15 Fib,PLIN2
GDF15 Fib,COQ10B
GDF15 Fib,ASNSD1
GDF15 Fib,PSMB7
GDF15 Fib,ANTXR2
GDF15 Fib,HNRNPA0
GDF15 Fib,MIR22HG
GDF15 Fib,MGAT2
GDF15 Fib,UBE2K
GDF15 Fib,GAPDH
GDF15 Fib,RAB21
GDF15 Fib,GGNBP2
GDF15 Fib,CMPK1
GDF15 Fib,RAB22A
GDF15 Fib,TMEM183A
GDF15 Fib,TRAM1
GDF15 Fib,SERPINB6
GDF15 Fib,UXT
GDF15 Fib,NT5C3A
GDF15 Fib,C11orf58
GDF15 Fib,HSPE1
GDF15 Fib,RBM7
GDF15 Fib,ENO1
GDF15 Fib,ACP1
GDF15 Fib,PITPNB
GDF15 Fib,RAB3IL1
GDF15 Fib,AZIN1
GDF15 Fib,EIF4A3
GDF15 Fib,SEC13
GDF15 Fib,TAF7
GDF15 Fib,KRT10
GDF15 Fib,KHDRBS1
GDF15 Fib,CRK
GDF15 Fib,SND1
GDF15 Fib,ABL2
GDF15 Fib,WBP4
GDF15 Fib,SH3GLB1
GDF15 Fib,RPL22L1
GDF15 Fib,TAF12
GDF15 Fib,TMED9
GDF15 Fib,COX8A
GDF15 Fib,WTAP
GDF15 Fib,EIF1AX
GDF15 Fib,SDAD1
GDF15 Fib,NUDC
GDF15 Fib,RTN4
GDF15 Fib,DNAJC1
GDF15 Fib,DNAJC2
GDF15 Fib,PSMC4
GDF15 Fib,PSMD14
GDF15 Fib,SGCD
GDF15 Fib,HNRNPH3
GDF15 Fib,PLK2
GDF15 Fib,ERRFI1
GDF15 Fib,SNU13
GDF15 Fib,ZNF667-AS1
GDF15 Fib,NDUFS8
GDF15 Fib,CCNL1
GDF15 Fib,GORASP2
GDF15 Fib,MAP4
GDF15 Fib,PSMD11
GDF15 Fib,LTN1
GDF15 Fib,NELFE
GDF15 Fib,TRA2B
GDF15 Fib,UBN1
GDF15 Fib,PUF60
GDF15 Fib,PCMT1
GDF15 Fib,SBNO1
GDF15 Fib,CCT5
GDF15 Fib,ATG12
GDF15 Fib,USP16
GDF15 Fib,SEC63
GDF15 Fib,PPP2R2A
GDF15 Fib,MMADHC
GDF15 Fib,ARMCX3
GDF15 Fib,SLFN5
GDF15 Fib,AFF3
GDF15 Fib,CDKN2AIP
GDF15 Fib,ATP6V1C1
GDF15 Fib,GNAI3
GDF15 Fib,DARS
GDF15 Fib,PPP4C
GDF15 Fib,KPNA4
GDF15 Fib,POMP
GDF15 Fib,UPF2
GDF15 Fib,POLR2K
GDF15 Fib,PPM1G
GDF15 Fib,DNAJC7
GDF15 Fib,NOP56
GDF15 Fib,SLC35F6
GDF15 Fib,SLAIN2
GDF15 Fib,TMEM39A
GDF15 Fib,ALKBH7
GDF15 Fib,ACBD3
GDF15 Fib,DAP
GDF15 Fib,METAP2
GDF15 Fib,CCDC47
GDF15 Fib,RNF181
GDF15 Fib,C1orf122
GDF15 Fib,UBQLN1
GDF15 Fib,IER3IP1
GDF15 Fib,SSU72
GDF15 Fib,MANF
GDF15 Fib,PSMA4
GDF15 Fib,UFD1
GDF15 Fib,SDF2L1
GDF15 Fib,DLGAP4
GDF15 Fib,EIF4A1
GDF15 Fib,NSRP1
GDF15 Fib,SAR1A
GDF15 Fib,FSTL3
GDF15 Fib,AURKAIP1
GDF15 Fib,PSMA3
GDF15 Fib,MT1E
GDF15 Fib,MAFF
GDF15 Fib,BAG2
GDF15 Fib,SRP54
GDF15 Fib,COX7A2
GDF15 Fib,BHLHE40
GDF15 Fib,CLTA
GDF15 Fib,DCXR
GDF15 Fib,NDUFB9
GDF15 Fib,HSP90AA1
GDF15 Fib,NOP10
GDF15 Fib,ATP5PB
GDF15 Fib,SNRPB2
GDF15 Fib,LUC7L2
GDF15 Fib,WNK1
GDF15 Fib,FAS
GDF15 Fib,CALU
GDF15 Fib,RBBP6
GDF15 Fib,SNRPD1
GDF15 Fib,KDM6B
GDF15 Fib,ZC3H15
GDF15 Fib,ZFAND5
GDF15 Fib,MCFD2
GDF15 Fib,RPL7L1
GDF15 Fib,ABCE1
GDF15 Fib,GOSR1
GDF15 Fib,PGLS
GDF15 Fib,KDSR
GDF15 Fib,AC020916.1
GDF15 Fib,ILF3-DT
GDF15 Fib,SAR1B
GDF15 Fib,P4HB
GDF15 Fib,SNX9
GDF15 Fib,MID1IP1
GDF15 Fib,TOB1
GDF15 Fib,YY1
GDF15 Fib,BAG3
GDF15 Fib,CITED2
GDF15 Fib,HNRNPC
GDF15 Fib,DNAJC3
GDF15 Fib,IK
GDF15 Fib,IRS2
GDF15 Fib,MPHOSPH10
GDF15 Fib,SERPINE1
GDF15 Fib,ABCF1
GDF15 Fib,SSR1
GDF15 Fib,ARL8B
GDF15 Fib,CHD1
GDF15 Fib,ATG3
GDF15 Fib,RNMT
GDF15 Fib,NR1D1
GDF15 Fib,SAT2
GDF15 Fib,APOL6
GDF15 Fib,TTC3
GDF15 Fib,DNAJC10
GDF15 Fib,MRPL18
GDF15 Fib,G3BP2
GDF15 Fib,THAP5
GDF15 Fib,RIOK3
GDF15 Fib,SNRPF
GDF15 Fib,DDT
GDF15 Fib,MRPL20
GDF15 Fib,PAPPA
GDF15 Fib,RSRC2
GDF15 Fib,BTG3
GDF15 Fib,LMAN1
GDF15 Fib,FKBP2
GDF15 Fib,PHLDA3
GDF15 Fib,FAM32A
GDF15 Fib,CYC1
GDF15 Fib,TMSB10
GDF15 Fib,AL118516.1
GDF15 Fib,SRSF10
GDF15 Fib,CWC25
GDF15 Fib,HM13
GDF15 Fib,VASN
GDF15 Fib,HNRNPD
GDF15 Fib,GABARAP
GDF15 Fib,RAB1A
GDF15 Fib,RALA
GDF15 Fib,ATP2B1
GDF15 Fib,VEGFB
GDF15 Fib,HSP90B1
GDF15 Fib,MORF4L2
GDF15 Fib,TRAPPC4
GDF15 Fib,MTDH
GDF15 Fib,SRP9
GDF15 Fib,NUFIP2
GDF15 Fib,TSC22D3
GDF15 Fib,MCL1
GDF15 Fib,DNAJA2
GDF15 Fib,ALYREF
GDF15 Fib,CD44
GDF15 Fib,TRIP11
GDF15 Fib,SSR2
GDF15 Fib,H3F3B
GDF15 Fib,YTHDF2
GDF15 Fib,EGR1
GDF15 Fib,DNAJB11
GDF15 Fib,PGK1
GDF15 Fib,FOSB
GDF15 Fib,SAT1
GDF15 Fib,CREBRF
GDF15 Fib,INTS6
GDF15 Fib,TRIM47
GDF15 Fib,TXN
GDF15 Fib,MGST1
GDF15 Fib,EFHD1
GDF15 Fib,MLEC
GDF15 Fib,FNBP4
GDF15 Fib,FGF2
GDF15 Fib,RPS4Y1
GDF15 Fib,C6orf62
GDF15 Fib,IFI16
GDF15 Fib,JUN
GDF15 Fib,SGK1
GDF15 Fib,THUMPD3-AS1
GDF15 Fib,PIM1
GDF15 Fib,OTUD6B-AS1
GDF15 Fib,CYTOR
GDF15 Fib,NUCB2
GDF15 Fib,RGCC
GDF15 Fib,COMP
GDF15 Fib,RND3
GDF15 Fib,IER3
POSTN+ Fib,POSTN
POSTN+ Fib,COMP
POSTN+ Fib,COL1A1
POSTN+ Fib,THBS4
POSTN+ Fib,COL3A1
POSTN+ Fib,SFRP4
POSTN+ Fib,COL1A2
POSTN+ Fib,SPARC
POSTN+ Fib,FMOD
POSTN+ Fib,PENK
POSTN+ Fib,MXRA5
POSTN+ Fib,AEBP1
POSTN+ Fib,CILP
POSTN+ Fib,ASPN
POSTN+ Fib,SERPINE2
POSTN+ Fib,CTHRC1
POSTN+ Fib,FN1
POSTN+ Fib,TNC
POSTN+ Fib,COL5A1
POSTN+ Fib,COL5A2
POSTN+ Fib,CLU
POSTN+ Fib,LTBP2
POSTN+ Fib,BGN
POSTN+ Fib,COL14A1
POSTN+ Fib,IGF1
POSTN+ Fib,ITGBL1
POSTN+ Fib,TPM1
POSTN+ Fib,LOXL1
