cluster,gene
POSTN+ Fib,CTGF
POSTN+ Fib,FAP
POSTN+ Fib,PDLIM3
POSTN+ Fib,CCDC80
POSTN+ Fib,COL8A1
POSTN+ Fib,UACA
POSTN+ Fib,PMEPA1
POSTN+ Fib,SCRG1
POSTN+ Fib,RUNX1
POSTN+ Fib,F2R
POSTN+ Fib,EDIL3
POSTN+ Fib,MEOX1
POSTN+ Fib,RCN3
POSTN+ Fib,COL16A1
POSTN+ Fib,PLXDC2
POSTN+ Fib,SSC5D
POSTN+ Fib,RASL11B
POSTN+ Fib,FNDC1
POSTN+ Fib,SCX
POSTN+ Fib,NREP
POSTN+ Fib,NTM
POSTN+ Fib,ITGB1
POSTN+ Fib,MYO1D
POSTN+ Fib,ANO1
POSTN+ Fib,SEZ6L
POSTN+ Fib,GABARAPL2
POSTN+ Fib,PODNL1
POSTN+ Fib,MMP23B
POSTN+ Fib,CERCAM
POSTN+ Fib,COL12A1
POSTN+ Fib,LMCD1
POSTN+ Fib,DDAH1
POSTN+ Fib,SULF2
POSTN+ Fib,TTC3
POSTN+ Fib,DPT
POSTN+ Fib,THY1
POSTN+ Fib,CHST6
POSTN+ Fib,MYH10
POSTN+ Fib,LMO7
POSTN+ Fib,LOXL2
POSTN+ Fib,CDH11
POSTN+ Fib,HTRA1
POSTN+ Fib,LTBP3
POSTN+ Fib,DPYSL3
POSTN+ Fib,ABI3BP
POSTN+ Fib,FZD8
POSTN+ Fib,PPIC
POSTN+ Fib,SCG2
POSTN+ Fib,KCNMA1
POSTN+ Fib,PALLD
POSTN+ Fib,CHPF
POSTN+ Fib,UNC5B
POSTN+ Fib,COL18A1
POSTN+ Fib,FGF14
POSTN+ Fib,SRPX2
POSTN+ Fib,CCND1
POSTN+ Fib,PXDN
POSTN+ Fib,CLEC11A
POSTN+ Fib,EDNRA
POSTN+ Fib,C1QTNF3
POSTN+ Fib,FHL2
POSTN+ Fib,FIBIN
POSTN+ Fib,SERPINE1
POSTN+ Fib,CMKLR1
POSTN+ Fib,MGP
POSTN+ Fib,CYP1B1
POSTN+ Fib,TAGLN
POSTN+ Fib,TGFBI
POSTN+ Fib,MAGED1
POSTN+ Fib,EVL
POSTN+ Fib,SCUBE2
POSTN+ Fib,LRRC17
POSTN+ Fib,VCAN
POSTN+ Fib,GXYLT2
POSTN+ Fib,THBS2
POSTN+ Fib,KDELR3
POSTN+ Fib,RGS3
POSTN+ Fib,SERF2
POSTN+ Fib,SYNPO
POSTN+ Fib,LUM
POSTN+ Fib,GDF10
POSTN+ Fib,ACTN1
POSTN+ Fib,ELN
POSTN+ Fib,PRSS23
POSTN+ Fib,SERPINH1
POSTN+ Fib,MARCKS
POSTN+ Fib,MDK
POSTN+ Fib,AGT
POSTN+ Fib,NRK
POSTN+ Fib,LOX
POSTN+ Fib,ATP1B1
POSTN+ Fib,SEPTIN11
POSTN+ Fib,CRABP2
POSTN+ Fib,LDLRAD4
POSTN+ Fib,JCAD
POSTN+ Fib,SYTL2
POSTN+ Fib,COPZ2
POSTN+ Fib,ADAMTS2
POSTN+ Fib,FLNA
POSTN+ Fib,PPP1CB
POSTN+ Fib,HAPLN1
POSTN+ Fib,B4GALT2
POSTN+ Fib,ENAH
POSTN+ Fib,FKBP10
POSTN+ Fib,GEM
POSTN+ Fib,MAGED2
POSTN+ Fib,MFAP2
POSTN+ Fib,MRC2
POSTN+ Fib,ENC1
POSTN+ Fib,AZIN2
POSTN+ Fib,EFEMP2
POSTN+ Fib,COLGALT2
POSTN+ Fib,CALU
POSTN+ Fib,COL6A2
POSTN+ Fib,HGF
POSTN+ Fib,LEFTY2
POSTN+ Fib,FSTL1
POSTN+ Fib,PDLIM4
POSTN+ Fib,PRELP
POSTN+ Fib,SVIL
POSTN+ Fib,TGFB3
POSTN+ Fib,FRZB
POSTN+ Fib,RAB31
POSTN+ Fib,PRRX1
POSTN+ Fib,HCFC1R1
POSTN+ Fib,ZNF704
POSTN+ Fib,NUCB2
POSTN+ Fib,TGM2
POSTN+ Fib,CADM1
POSTN+ Fib,INHBA
POSTN+ Fib,HSPG2
POSTN+ Fib,HMCN1
POSTN+ Fib,CRISPLD1
POSTN+ Fib,CTSZ
POSTN+ Fib,P3H4
POSTN+ Fib,PCOLCE
POSTN+ Fib,ECM2
POSTN+ Fib,CMYA5
POSTN+ Fib,TPM2
POSTN+ Fib,PTPA
POSTN+ Fib,CNN3
POSTN+ Fib,MARVELD1
POSTN+ Fib,CD9
POSTN+ Fib,PLOD2
POSTN+ Fib,COL6A1
POSTN+ Fib,CPXM2
POSTN+ Fib,PRICKLE1
POSTN+ Fib,ANXA5
POSTN+ Fib,PDGFA
POSTN+ Fib,ID3
POSTN+ Fib,GAP43
POSTN+ Fib,KDELR2
POSTN+ Fib,P4HB
POSTN+ Fib,QPCT
POSTN+ Fib,SEMA3C
POSTN+ Fib,SKIL
POSTN+ Fib,WWTR1
POSTN+ Fib,SPATS2L
POSTN+ Fib,PLEKHH2
POSTN+ Fib,CTSK
POSTN+ Fib,SPON1
POSTN+ Fib,LRRFIP1
POSTN+ Fib,PPIB
POSTN+ Fib,HMCN2
POSTN+ Fib,SEC31A
POSTN+ Fib,TNFRSF12A
POSTN+ Fib,PDLIM7
POSTN+ Fib,PDE5A
POSTN+ Fib,AC009041.2
POSTN+ Fib,TGFB1
POSTN+ Fib,IL32
POSTN+ Fib,OMD
POSTN+ Fib,COL21A1
POSTN+ Fib,RGS2
POSTN+ Fib,ISLR
POSTN+ Fib,TPM4
POSTN+ Fib,ITGAV
POSTN+ Fib,PLS3
POSTN+ Fib,LGALS1
POSTN+ Fib,SULF1
POSTN+ Fib,EMILIN1
POSTN+ Fib,RGS4
POSTN+ Fib,FKBP14
POSTN+ Fib,SSPN
POSTN+ Fib,MFGE8
POSTN+ Fib,ITPRIPL2
POSTN+ Fib,CD44
POSTN+ Fib,FABP5
POSTN+ Fib,ARF4
POSTN+ Fib,PLEKHA1
POSTN+ Fib,FAT4
POSTN+ Fib,CTNNB1
POSTN+ Fib,ABHD2
POSTN+ Fib,PAM
POSTN+ Fib,SESN3
POSTN+ Fib,GPX8
POSTN+ Fib,NORAD
POSTN+ Fib,DIO2
POSTN+ Fib,HEY1
POSTN+ Fib,DSEL
POSTN+ Fib,SEPTIN6
POSTN+ Fib,P4HA2
POSTN+ Fib,FAM129A
POSTN+ Fib,COL4A2
POSTN+ Fib,CYR61
POSTN+ Fib,NBL1
POSTN+ Fib,CKAP4
POSTN+ Fib,CREB3L2
POSTN+ Fib,OGN
POSTN+ Fib,COL6A3
POSTN+ Fib,BOC
POSTN+ Fib,LTBP1
POSTN+ Fib,KCNQ1OT1
POSTN+ Fib,IQGAP2
POSTN+ Fib,PLAGL1
POSTN+ Fib,SLC20A1
POSTN+ Fib,RGCC
POSTN+ Fib,SMOC2
POSTN+ Fib,IER3
POSTN+ Fib,VMP1
Type I IFN Fib,RSAD2
Type I IFN Fib,CMPK2
Type I IFN Fib,EPSTI1
Type I IFN Fib,MX1
Type I IFN Fib,OAS3
Type I IFN Fib,HERC6
Type I IFN Fib,IFI44L
Type I IFN Fib,OAS1
Type I IFN Fib,ISG15
Type I IFN Fib,DDX58
Type I IFN Fib,OAS2
Type I IFN Fib,HERC5
Type I IFN Fib,MX2
Type I IFN Fib,IFIT3
Type I IFN Fib,IFI6
Type I IFN Fib,IFIH1
Type I IFN Fib,STAT1
Type I IFN Fib,IFI44
Type I IFN Fib,IFIT1
Type I IFN Fib,IFITM3
Type I IFN Fib,IFI35
Type I IFN Fib,LY6E
Type I IFN Fib,IRF7
Type I IFN Fib,XAF1
Type I IFN Fib,PARP9
Type I IFN Fib,IFIT2
Type I IFN Fib,PLSCR1
Type I IFN Fib,PARP14
Type I IFN Fib,IFITM1
Type I IFN Fib,SAMD9L
Type I IFN Fib,EIF2AK2
Type I IFN Fib,IFI27
Type I IFN Fib,DDX60L
Type I IFN Fib,SP100
Type I IFN Fib,USP18
Type I IFN Fib,SAMD9
Type I IFN Fib,SP110
Type I IFN Fib,HELZ2
Type I IFN Fib,DTX3L
Type I IFN Fib,UBE2L6
Type I IFN Fib,TRIM22
Type I IFN Fib,B2M
Type I IFN Fib,RNF213
Type I IFN Fib,PARP10
Type I IFN Fib,RTP4
Type I IFN Fib,NT5E
Type I IFN Fib,STAT2
Type I IFN Fib,APOL6
Type I IFN Fib,IFIT5
Type I IFN Fib,PNPT1
Type I IFN Fib,TNFSF13B
Type I IFN Fib,ADAR
Type I IFN Fib,TRIM25
Type I IFN Fib,GBP3
Type I IFN Fib,GBP4
Type I IFN Fib,TNFSF10
Type I IFN Fib,PSMB9
Type I IFN Fib,SLC15A3
Type I IFN Fib,ODF3B
Type I IFN Fib,DDX60
Type I IFN Fib,IFI16
Type I IFN Fib,LGALS9
Type I IFN Fib,TYMP
Type I IFN Fib,LAP3
Type I IFN Fib,ZNFX1
Type I IFN Fib,C19orf66
Type I IFN Fib,TMEM140
Type I IFN Fib,ZC3HAV1
Type I IFN Fib,AC009948.1
Type I IFN Fib,APOL1
Type I IFN Fib,CCND3
Type I IFN Fib,BST2
Type I IFN Fib,PPM1K
Type I IFN Fib,RARRES3
Type I IFN Fib,PSMB8
Type I IFN Fib,NMI
Type I IFN Fib,SHISA5
Type I IFN Fib,RBCK1
Type I IFN Fib,TAP1
Type I IFN Fib,HES4
Type I IFN Fib,SLFN5
Type I IFN Fib,ISG20
Type I IFN Fib,GBP1
Type I IFN Fib,TAP2
Type I IFN Fib,PSME1
Type I IFN Fib,PARP12
Type I IFN Fib,HLA-E
Type I IFN Fib,TRIM5
Type I IFN Fib,PSMA3
Type I IFN Fib,HLA-B
Type I IFN Fib,IRF9
Type I IFN Fib,LGALS3BP
Type I IFN Fib,SAMHD1
Type I IFN Fib,SPATS2L
Type I IFN Fib,PCOLCE2
Type I IFN Fib,APOL2
Type I IFN Fib,HLA-A
Type I IFN Fib,PML
Type I IFN Fib,CNP
Type I IFN Fib,NTN4
Type I IFN Fib,TNFAIP6
Type I IFN Fib,OSR2
Type I IFN Fib,IFITM2
Type I IFN Fib,TRIM69
Type I IFN Fib,PLXDC2
Type I IFN Fib,NAPA
Type I IFN Fib,HLA-F
Type I IFN Fib,AGTRAP
Type I IFN Fib,DNAJA1
Type I IFN Fib,HLA-C
Type I IFN Fib,PLEKHA4
Type I IFN Fib,VAMP5
Type I IFN Fib,CHMP5
Type I IFN Fib,PSME2
Type I IFN Fib,WARS
Type I IFN Fib,ARID4B
Type I IFN Fib,TENT5A
Type I IFN Fib,SERPINE2
Type I IFN Fib,FXYD5
Type I IFN Fib,CLEC2B
Type I IFN Fib,APOL3
Type I IFN Fib,LIMA1
Type I IFN Fib,HAPLN1
Type I IFN Fib,NCOA7
PLA2G2A Fib,PLA2G2A
PLA2G2A Fib,CFD
PLA2G2A Fib,MGST1
PLA2G2A Fib,C3
PLA2G2A Fib,C1R
PLA2G2A Fib,SLPI
PLA2G2A Fib,C1S
PLA2G2A Fib,GPX3
PLA2G2A Fib,DCN
PLA2G2A Fib,TMEM176A
PLA2G2A Fib,FGF7
PLA2G2A Fib,TMEM176B
PLA2G2A Fib,RARRES1
PLA2G2A Fib,IGFBP4
PLA2G2A Fib,CYP4B1
PLA2G2A Fib,SCARA5
PLA2G2A Fib,ALDH2
PLA2G2A Fib,IFITM3
PLA2G2A Fib,FBLN1
PLA2G2A Fib,CP
PLA2G2A Fib,LSAMP
PLA2G2A Fib,ACKR3
PLA2G2A Fib,SERPING1
PLA2G2A Fib,FAIM2
PLA2G2A Fib,GLUL
PLA2G2A Fib,S100A10
PLA2G2A Fib,AOX1
PLA2G2A Fib,FTL
PLA2G2A Fib,CEBPD
PLA2G2A Fib,IFITM2
PLA2G2A Fib,IGFBP6
PLA2G2A Fib,WISP2
PLA2G2A Fib,EPHX1
PLA2G2A Fib,PDK4
PLA2G2A Fib,RPLP0
PLA2G2A Fib,NUPR1
PLA2G2A Fib,CD248
PLA2G2A Fib,NOVA1
PLA2G2A Fib,VIT
PLA2G2A Fib,SOCS3
PLA2G2A Fib,NAMPT
PLA2G2A Fib,UAP1
PLA2G2A Fib,EDNRB
PLA2G2A Fib,NFIL3
PLA2G2A Fib,SELENOP
PLA2G2A Fib,ABCC9
PLA2G2A Fib,GPC3
PLA2G2A Fib,MAN1A1
PLA2G2A Fib,NR4A1
PLA2G2A Fib,CDO1
PLA2G2A Fib,GAS1
PLA2G2A Fib,MT1A
PLA2G2A Fib,VEGFD
PLA2G2A Fib,KLF4
PLA2G2A Fib,LDHA
PLA2G2A Fib,JUNB
PLA2G2A Fib,HTRA3
PLA2G2A Fib,MT1X
PLA2G2A Fib,BAMBI
PLA2G2A Fib,GABARAPL1
PLA2G2A Fib,C11orf96
PLA2G2A Fib,SPTSSA
PLA2G2A Fib,ADH1C
PLA2G2A Fib,PLIN2
PLA2G2A Fib,MYC
PLA2G2A Fib,GPRC5A
PLA2G2A Fib,SAMHD1
PLA2G2A Fib,ZFP36
PLA2G2A Fib,NTRK2
PLA2G2A Fib,GFPT2
PLA2G2A Fib,MTRNR2L12
PLA2G2A Fib,CHRDL2
PLA2G2A Fib,ARL4D
PLA2G2A Fib,EFEMP1
PLA2G2A Fib,GALNT15
PLA2G2A Fib,PROCR
PLA2G2A Fib,TGFBR3
PLA2G2A Fib,SHISA3
PLA2G2A Fib,FGFBP2
PLA2G2A Fib,ADAMTS5
PLA2G2A Fib,MT1M
PLA2G2A Fib,CFH
PLA2G2A Fib,CALCRL
PLA2G2A Fib,SOD2
PLA2G2A Fib,LXN
PLA2G2A Fib,GADD45B
PLA2G2A Fib,CHI3L2
PLA2G2A Fib,ADH1B
PLA2G2A Fib,ZFP36L1
PLA2G2A Fib,ADAMTS4
PLA2G2A Fib,FOS
PLA2G2A Fib,SRPX
PLA2G2A Fib,BTG2
PLA2G2A Fib,PTN
PLA2G2A Fib,KLF2
PLA2G2A Fib,ITM2A
PLA2G2A Fib,ADAMTS1
PLA2G2A Fib,RHOB
PLA2G2A Fib,HAS2
PLA2G2A Fib,MT2A
PLA2G2A Fib,SAT1
PLA2G2A Fib,MT1E
PLA2G2A Fib,IER2
PLA2G2A Fib,FOSB
POLCE2.MFAP5 Fib,IGFBP6
POLCE2.MFAP5 Fib,PCOLCE2
POLCE2.MFAP5 Fib,ACKR3
POLCE2.MFAP5 Fib,CD55
POLCE2.MFAP5 Fib,FBN1
POLCE2.MFAP5 Fib,MFAP5
POLCE2.MFAP5 Fib,FGFBP2
POLCE2.MFAP5 Fib,UAP1
POLCE2.MFAP5 Fib,EMP3
POLCE2.MFAP5 Fib,SH3BGRL3
POLCE2.MFAP5 Fib,C17orf58
POLCE2.MFAP5 Fib,S100A10
POLCE2.MFAP5 Fib,CYP4B1
POLCE2.MFAP5 Fib,SCARA5
POLCE2.MFAP5 Fib,LINC01133
POLCE2.MFAP5 Fib,CLEC3B
POLCE2.MFAP5 Fib,GFPT2
POLCE2.MFAP5 Fib,KLF2
POLCE2.MFAP5 Fib,S100A6
POLCE2.MFAP5 Fib,KLF4
POLCE2.MFAP5 Fib,ADAMTS5
POLCE2.MFAP5 Fib,PPP1R14B
POLCE2.MFAP5 Fib,DBN1
POLCE2.MFAP5 Fib,SHISA3
POLCE2.MFAP5 Fib,CD34
POLCE2.MFAP5 Fib,HAS2
POLCE2.MFAP5 Fib,CD248
POLCE2.MFAP5 Fib,HTRA3
POLCE2.MFAP5 Fib,RAMP2
POLCE2.MFAP5 Fib,AXL
POLCE2.MFAP5 Fib,YWHAH
POLCE2.MFAP5 Fib,CREB5
POLCE2.MFAP5 Fib,GAS7
POLCE2.MFAP5 Fib,ZNF385A
POLCE2.MFAP5 Fib,FSTL1
POLCE2.MFAP5 Fib,TIMP1
POLCE2.MFAP5 Fib,S100A11
POLCE2.MFAP5 Fib,TMSB10
POLCE2.MFAP5 Fib,UGDH
POLCE2.MFAP5 Fib,MEDAG
POLCE2.MFAP5 Fib,ADI1
POLCE2.MFAP5 Fib,EFHD1
POLCE2.MFAP5 Fib,CRHBP
POLCE2.MFAP5 Fib,SEMA3C
POLCE2.MFAP5 Fib,RHOA
POLCE2.MFAP5 Fib,DACT2
POLCE2.MFAP5 Fib,TAGLN2
POLCE2.MFAP5 Fib,ANXA2
POLCE2.MFAP5 Fib,SMIM14
POLCE2.MFAP5 Fib,CLIC1
POLCE2.MFAP5 Fib,GYPC
POLCE2.MFAP5 Fib,HSD3B7
POLCE2.MFAP5 Fib,CADM3
POLCE2.MFAP5 Fib,CDA
POLCE2.MFAP5 Fib,OLFML2A
POLCE2.MFAP5 Fib,GPR1
POLCE2.MFAP5 Fib,NPR1
POLCE2.MFAP5 Fib,RAB37
POLCE2.MFAP5 Fib,ADGRG2
POLCE2.MFAP5 Fib,WNT10B
POLCE2.MFAP5 Fib,H3F3B
POLCE2.MFAP5 Fib,GRK5
POLCE2.MFAP5 Fib,MFAP4
POLCE2.MFAP5 Fib,DEFB1
POLCE2.MFAP5 Fib,ITGA5
POLCE2.MFAP5 Fib,NEDD9
POLCE2.MFAP5 Fib,ANXA7
POLCE2.MFAP5 Fib,ADAMTSL4
POLCE2.MFAP5 Fib,SLC4A4
POLCE2.MFAP5 Fib,RHOC
POLCE2.MFAP5 Fib,DLGAP4
POLCE2.MFAP5 Fib,APBB1IP
POLCE2.MFAP5 Fib,UCP2
POLCE2.MFAP5 Fib,PLAC9
POLCE2.MFAP5 Fib,S100A4
POLCE2.MFAP5 Fib,DDR2
POLCE2.MFAP5 Fib,CLTB
POLCE2.MFAP5 Fib,ECM1
POLCE2.MFAP5 Fib,GAP43
POLCE2.MFAP5 Fib,AC245595.1
POLCE2.MFAP5 Fib,NHSL1
POLCE2.MFAP5 Fib,S100A16
POLCE2.MFAP5 Fib,SDC2
POLCE2.MFAP5 Fib,UGP2
POLCE2.MFAP5 Fib,METRNL
POLCE2.MFAP5 Fib,GSN
POLCE2.MFAP5 Fib,PROCR
POLCE2.MFAP5 Fib,DIAPH1
POLCE2.MFAP5 Fib,SDCBP
POLCE2.MFAP5 Fib,TIMP3
POLCE2.MFAP5 Fib,ARL4D
POLCE2.MFAP5 Fib,WNT2B
POLCE2.MFAP5 Fib,PLP2
POLCE2.MFAP5 Fib,DSTN
POLCE2.MFAP5 Fib,EMILIN2
POLCE2.MFAP5 Fib,MAP1B
POLCE2.MFAP5 Fib,TIMP2
POLCE2.MFAP5 Fib,RHOB
POLCE2.MFAP5 Fib,TMEM233
POLCE2.MFAP5 Fib,RETREG1
POLCE2.MFAP5 Fib,CD151
POLCE2.MFAP5 Fib,CYTOR
POLCE2.MFAP5 Fib,GLUL
POLCE2.MFAP5 Fib,VCAN
POLCE2.MFAP5 Fib,ABLIM1
POLCE2.MFAP5 Fib,PRSS23
POLCE2.MFAP5 Fib,RAP1B
POLCE2.MFAP5 Fib,CMTM3
POLCE2.MFAP5 Fib,BZW1
POLCE2.MFAP5 Fib,TNXB
POLCE2.MFAP5 Fib,DPYSL2
POLCE2.MFAP5 Fib,RNF112
POLCE2.MFAP5 Fib,SLC9A3R1
POLCE2.MFAP5 Fib,PPIA
POLCE2.MFAP5 Fib,TMEM154
POLCE2.MFAP5 Fib,HEG1
POLCE2.MFAP5 Fib,CAPN2
POLCE2.MFAP5 Fib,DNM1
POLCE2.MFAP5 Fib,NTN4
POLCE2.MFAP5 Fib,CLIC3
POLCE2.MFAP5 Fib,ANXA4
POLCE2.MFAP5 Fib,TMBIM1
POLCE2.MFAP5 Fib,MIR4435-2HG
POLCE2.MFAP5 Fib,CDC42EP2
POLCE2.MFAP5 Fib,TRIM8
POLCE2.MFAP5 Fib,FXYD5
POLCE2.MFAP5 Fib,PMP22
POLCE2.MFAP5 Fib,MCUB
POLCE2.MFAP5 Fib,LDHA
POLCE2.MFAP5 Fib,CKB
POLCE2.MFAP5 Fib,KLF3
POLCE2.MFAP5 Fib,RTN4
POLCE2.MFAP5 Fib,GALNT15
POLCE2.MFAP5 Fib,ITGB5
POLCE2.MFAP5 Fib,CSTB
POLCE2.MFAP5 Fib,LRRC8C
POLCE2.MFAP5 Fib,GJA1
POLCE2.MFAP5 Fib,CD58
POLCE2.MFAP5 Fib,CAMK2N1
POLCE2.MFAP5 Fib,REXO2
POLCE2.MFAP5 Fib,VAT1
POLCE2.MFAP5 Fib,PHGDH
POLCE2.MFAP5 Fib,ITM2B
POLCE2.MFAP5 Fib,RAB32
POLCE2.MFAP5 Fib,GAPDH
POLCE2.MFAP5 Fib,S100A13
POLCE2.MFAP5 Fib,ADAM15
POLCE2.MFAP5 Fib,VSIR
POLCE2.MFAP5 Fib,BAG2
POLCE2.MFAP5 Fib,CCDC69
POLCE2.MFAP5 Fib,ANGPTL5
POLCE2.MFAP5 Fib,HAS1
POLCE2.MFAP5 Fib,FNDC5
POLCE2.MFAP5 Fib,PPIC
POLCE2.MFAP5 Fib,ARPC1B
POLCE2.MFAP5 Fib,MGST3
POLCE2.MFAP5 Fib,FAIM2
POLCE2.MFAP5 Fib,GLIPR2
POLCE2.MFAP5 Fib,RAC1
POLCE2.MFAP5 Fib,RNH1
POLCE2.MFAP5 Fib,SOD3
POLCE2.MFAP5 Fib,ACTB
POLCE2.MFAP5 Fib,COX6C
POLCE2.MFAP5 Fib,ANXA5
POLCE2.MFAP5 Fib,KRAS
POLCE2.MFAP5 Fib,NT5E
POLCE2.MFAP5 Fib,AHNAK
POLCE2.MFAP5 Fib,ARPC2
POLCE2.MFAP5 Fib,NDRG1
POLCE2.MFAP5 Fib,GNB2
POLCE2.MFAP5 Fib,ADGRD1
POLCE2.MFAP5 Fib,MPG
POLCE2.MFAP5 Fib,CBR3
POLCE2.MFAP5 Fib,PRDX1
POLCE2.MFAP5 Fib,GUK1
POLCE2.MFAP5 Fib,NDUFA4L2
POLCE2.MFAP5 Fib,PPDPF
POLCE2.MFAP5 Fib,ARL2
POLCE2.MFAP5 Fib,TAX1BP3
POLCE2.MFAP5 Fib,MYL6
POLCE2.MFAP5 Fib,DBI
POLCE2.MFAP5 Fib,UBR4
POLCE2.MFAP5 Fib,NINJ2
POLCE2.MFAP5 Fib,CD59
POLCE2.MFAP5 Fib,EZR
POLCE2.MFAP5 Fib,LAPTM4A
POLCE2.MFAP5 Fib,ZMIZ1
POLCE2.MFAP5 Fib,RHBDF1
POLCE2.MFAP5 Fib,PKM
POLCE2.MFAP5 Fib,TMSB4X
POLCE2.MFAP5 Fib,SYNE1
POLCE2.MFAP5 Fib,C9orf3
POLCE2.MFAP5 Fib,UTRN
POLCE2.MFAP5 Fib,PODXL
POLCE2.MFAP5 Fib,FBLN2
POLCE2.MFAP5 Fib,ACKR4
POLCE2.MFAP5 Fib,CAVIN3
POLCE2.MFAP5 Fib,LRRN4CL
POLCE2.MFAP5 Fib,HSD11B1
POLCE2.MFAP5 Fib,PTPRA
POLCE2.MFAP5 Fib,IFI27
POLCE2.MFAP5 Fib,C1GALT1
POLCE2.MFAP5 Fib,ITGA11
POLCE2.MFAP5 Fib,GNAI2
POLCE2.MFAP5 Fib,TXN
POLCE2.MFAP5 Fib,GSTO1
POLCE2.MFAP5 Fib,AIF1L
POLCE2.MFAP5 Fib,VASN
POLCE2.MFAP5 Fib,TUBA1A
POLCE2.MFAP5 Fib,RABGAP1L
POLCE2.MFAP5 Fib,PDLIM7
POLCE2.MFAP5 Fib,CD99
POLCE2.MFAP5 Fib,SPTBN1
POLCE2.MFAP5 Fib,FYN
POLCE2.MFAP5 Fib,RGS10
POLCE2.MFAP5 Fib,SELENOS
POLCE2.MFAP5 Fib,AMD1
POLCE2.MFAP5 Fib,TNFAIP6
POLCE2.MFAP5 Fib,PDPN
POLCE2.MFAP5 Fib,ORAI3
POLCE2.MFAP5 Fib,CA5B
POLCE2.MFAP5 Fib,PALM
POLCE2.MFAP5 Fib,PXDNL
POLCE2.MFAP5 Fib,SESTD1
POLCE2.MFAP5 Fib,TUBB4B
POLCE2.MFAP5 Fib,IL32
POLCE2.MFAP5 Fib,LY6E
POLCE2.MFAP5 Fib,YWHAQ
POLCE2.MFAP5 Fib,MYL12B
POLCE2.MFAP5 Fib,ANXA1
POLCE2.MFAP5 Fib,PCSK6
POLCE2.MFAP5 Fib,LITAF
POLCE2.MFAP5 Fib,GADD45G
POLCE2.MFAP5 Fib,GLUD1
POLCE2.MFAP5 Fib,GUCY1A2
POLCE2.MFAP5 Fib,MSN
POLCE2.MFAP5 Fib,CRLF1
POLCE2.MFAP5 Fib,CRABP2
POLCE2.MFAP5 Fib,SH3GLB2
POLCE2.MFAP5 Fib,SPTAN1
POLCE2.MFAP5 Fib,TUBB6
POLCE2.MFAP5 Fib,CALM1
POLCE2.MFAP5 Fib,PTGS1
POLCE2.MFAP5 Fib,PFN1
POLCE2.MFAP5 Fib,KREMEN1
POLCE2.MFAP5 Fib,ADAMTS6
POLCE2.MFAP5 Fib,CAST
POLCE2.MFAP5 Fib,YBX1
POLCE2.MFAP5 Fib,SH3KBP1
POLCE2.MFAP5 Fib,SQOR
POLCE2.MFAP5 Fib,EPB41L3
POLCE2.MFAP5 Fib,YWHAB
POLCE2.MFAP5 Fib,AFDN
POLCE2.MFAP5 Fib,PERP
POLCE2.MFAP5 Fib,SBDS
POLCE2.MFAP5 Fib,CAPG
POLCE2.MFAP5 Fib,THBD
POLCE2.MFAP5 Fib,PI16
POLCE2.MFAP5 Fib,YBX3
POLCE2.MFAP5 Fib,BLOC1S1
POLCE2.MFAP5 Fib,CAP1
POLCE2.MFAP5 Fib,CFL2
POLCE2.MFAP5 Fib,PRDX5
POLCE2.MFAP5 Fib,PKDCC
POLCE2.MFAP5 Fib,IFNGR2
POLCE2.MFAP5 Fib,CTNNA1
POLCE2.MFAP5 Fib,GNPNAT1
POLCE2.MFAP5 Fib,SEPTIN8
POLCE2.MFAP5 Fib,TPM3
POLCE2.MFAP5 Fib,C16orf45
POLCE2.MFAP5 Fib,ASAP2
POLCE2.MFAP5 Fib,NAV1
POLCE2.MFAP5 Fib,APRT
POLCE2.MFAP5 Fib,OSR2
POLCE2.MFAP5 Fib,CFD
POLCE2.MFAP5 Fib,TLNRD1
POLCE2.MFAP5 Fib,SETD7
POLCE2.MFAP5 Fib,ATP2B4
POLCE2.MFAP5 Fib,AAMDC
POLCE2.MFAP5 Fib,TUBA1B
POLCE2.MFAP5 Fib,PFDN1
POLCE2.MFAP5 Fib,SWAP70
POLCE2.MFAP5 Fib,NPC2
POLCE2.MFAP5 Fib,LSP1
POLCE2.MFAP5 Fib,CORO1C
POLCE2.MFAP5 Fib,TNFAIP2
POLCE2.MFAP5 Fib,LTC4S
POLCE2.MFAP5 Fib,IFNAR1
POLCE2.MFAP5 Fib,JDP2
POLCE2.MFAP5 Fib,MGST1
POLCE2.MFAP5 Fib,CYP1B1
POLCE2.MFAP5 Fib,ATP5PD
POLCE2.MFAP5 Fib,PNKD
POLCE2.MFAP5 Fib,KANK2
POLCE2.MFAP5 Fib,ACVRL1
POLCE2.MFAP5 Fib,PDLIM5
POLCE2.MFAP5 Fib,RAB23
POLCE2.MFAP5 Fib,SMAD3
POLCE2.MFAP5 Fib,WDR1
POLCE2.MFAP5 Fib,FAM114A1
POLCE2.MFAP5 Fib,TRIOBP
POLCE2.MFAP5 Fib,PINK1
POLCE2.MFAP5 Fib,TMOD3
POLCE2.MFAP5 Fib,SNX6
POLCE2.MFAP5 Fib,ABI3BP
POLCE2.MFAP5 Fib,RAP1A
POLCE2.MFAP5 Fib,CXXC5
POLCE2.MFAP5 Fib,CRIP1
POLCE2.MFAP5 Fib,MKNK2
POLCE2.MFAP5 Fib,EXT1
POLCE2.MFAP5 Fib,SULF1
POLCE2.MFAP5 Fib,WNK1
POLCE2.MFAP5 Fib,TUBA1C
