cluster,gene
PTGS2+SEMA4A+ C8 Gut,FAM241A
PTGS2+SEMA4A+ C8 Gut,ZG16
PTGS2+SEMA4A+ C8 Gut,NFX1
PTGS2+SEMA4A+ C8 Gut,FHAD1
PTGS2+SEMA4A+ C8 Gut,OR10J1
PTGS2+SEMA4A+ C8 Gut,POLRMT
PTGS2+SEMA4A+ C8 Gut,PSD4
PTGS2+SEMA4A+ C8 Gut,SENP2
PTGS2+SEMA4A+ C8 Gut,PTPN3
PTGS2+SEMA4A+ C8 Gut,CTSC
PTGS2+SEMA4A+ C8 Gut,ADAT1
PTGS2+SEMA4A+ C8 Gut,WSB1
PTGS2+SEMA4A+ C8 Gut,TAOK2
PTGS2+SEMA4A+ C8 Gut,CARF
PTGS2+SEMA4A+ C8 Gut,JADE2
PTGS2+SEMA4A+ C8 Gut,KNTC1
PTGS2+SEMA4A+ C8 Gut,ITPR1
PTGS2+SEMA4A+ C8 Gut,USP46
PTGS2+SEMA4A+ C8 Gut,BTBD8
PTGS2+SEMA4A+ C8 Gut,C11orf65
PTGS2+SEMA4A+ C8 Gut,PCDHB14
PTGS2+SEMA4A+ C8 Gut,CATSPERG
PTGS2+SEMA4A+ C8 Gut,ZNF862
PTGS2+SEMA4A+ C8 Gut,SENP8
PTGS2+SEMA4A+ C8 Gut,PLCXD2
PTGS2+SEMA4A+ C8 Gut,APOL2
PTGS2+SEMA4A+ C8 Gut,ARHGAP15
PTGS2+SEMA4A+ C8 Gut,MCM3AP
PTGS2+SEMA4A+ C8 Gut,ZFP3
PTGS2+SEMA4A+ C8 Gut,FLYWCH1
PTGS2+SEMA4A+ C8 Gut,MT-ND5
PTGS2+SEMA4A+ C8 Gut,ZMYM6
PTGS2+SEMA4A+ C8 Gut,TTYH1
PTGS2+SEMA4A+ C8 Gut,RNF227
PTGS2+SEMA4A+ C8 Gut,CEP76
PTGS2+SEMA4A+ C8 Gut,NOLC1
PTGS2+SEMA4A+ C8 Gut,UBE2QL1
PTGS2+SEMA4A+ C8 Gut,P2RY11
PTGS2+SEMA4A+ C8 Gut,C3orf52
PTGS2+SEMA4A+ C8 Gut,ZCCHC2
PTGS2+SEMA4A+ C8 Gut,MARVELD2
PTGS2+SEMA4A+ C8 Gut,CDK11B
PTGS2+SEMA4A+ C8 Gut,GEM
PTGS2+SEMA4A+ C8 Gut,ZNF7
PTGS2+SEMA4A+ C8 Gut,MRPL38
PTGS2+SEMA4A+ C8 Gut,ZNF544
PTGS2+SEMA4A+ C8 Gut,MAFK
PTGS2+SEMA4A+ C8 Gut,TCP1
PTGS2+SEMA4A+ C8 Gut,TC2N
PTGS2+SEMA4A+ C8 Gut,LIPH
PTGS2+SEMA4A+ C8 Gut,KIAA1328
PTGS2+SEMA4A+ C8 Gut,CTF1
PTGS2+SEMA4A+ C8 Gut,RLIM
PTGS2+SEMA4A+ C8 Gut,CCDC24
PTGS2+SEMA4A+ C8 Gut,GCNT1
PTGS2+SEMA4A+ C8 Gut,LRRC37A
PTGS2+SEMA4A+ C8 Gut,H2BU1
PTGS2+SEMA4A+ C8 Gut,ATP6V0A2
SPARC+COL3A1+ C4 Gut,OLFML2B
SPARC+COL3A1+ C4 Gut,ADAM12
SPARC+COL3A1+ C4 Gut,CRABP2
SPARC+COL3A1+ C4 Gut,C12orf75
SPARC+COL3A1+ C4 Gut,ZNF469
SPARC+COL3A1+ C4 Gut,OLFM2
SPARC+COL3A1+ C4 Gut,LRRC17
SPARC+COL3A1+ C4 Gut,RUBCNL
SPARC+COL3A1+ C4 Gut,CTHRC1
SPARC+COL3A1+ C4 Gut,TENM3
SPARC+COL3A1+ C4 Gut,GAS1
SPARC+COL3A1+ C4 Gut,BGN
SPARC+COL3A1+ C4 Gut,RYR2
SPARC+COL3A1+ C4 Gut,COL3A1
SPARC+COL3A1+ C4 Gut,GAP43
SPARC+COL3A1+ C4 Gut,FMO1
SPARC+COL3A1+ C4 Gut,COL1A1
SPARC+COL3A1+ C4 Gut,PMEPA1
SPARC+COL3A1+ C4 Gut,DAZL
SPARC+COL3A1+ C4 Gut,RAC3
SPARC+COL3A1+ C4 Gut,SEZ6L2
SPARC+COL3A1+ C4 Gut,SCX
SPARC+COL3A1+ C4 Gut,LUM
SPARC+COL3A1+ C4 Gut,OGN
SPARC+COL3A1+ C4 Gut,DPYSL4
SPARC+COL3A1+ C4 Gut,COL11A1
SPARC+COL3A1+ C4 Gut,SPARC
SPARC+COL3A1+ C4 Gut,ANOS1
SPARC+COL3A1+ C4 Gut,TMSB15A
SPARC+COL3A1+ C4 Gut,MMP13
SPARC+COL3A1+ C4 Gut,IL26
SPARC+COL3A1+ C4 Gut,PTGDR
SPARC+COL3A1+ C4 Gut,THY1
SPARC+COL3A1+ C4 Gut,DIO2
SPARC+COL3A1+ C4 Gut,MTFP1
SPARC+COL3A1+ C4 Gut,SLC7A8
SPARC+COL3A1+ C4 Gut,PENK
SPARC+COL3A1+ C4 Gut,KIF26B
SPARC+COL3A1+ C4 Gut,FAP
SPARC+COL3A1+ C4 Gut,GALNT15
SPARC+COL3A1+ C4 Gut,S100A2
SPARC+COL3A1+ C4 Gut,WFDC1
SPARC+COL3A1+ C4 Gut,NT5DC2
SPARC+COL3A1+ C4 Gut,CRISPLD1
SPARC+COL3A1+ C4 Gut,SLC1A3
SPARC+COL3A1+ C4 Gut,PYCR1
SPARC+COL3A1+ C4 Gut,SCG2
SPARC+COL3A1+ C4 Gut,HSPA12B
SPARC+COL3A1+ C4 Gut,HSD17B6
SPARC+COL3A1+ C4 Gut,HEY2
SPARC+COL3A1+ C4 Gut,MFAP2
SPARC+COL3A1+ C4 Gut,UBE2QL1
SPARC+COL3A1+ C4 Gut,NPTX2
SPARC+COL3A1+ C4 Gut,SRRM3
SPARC+COL3A1+ C4 Gut,CSTA
SPARC+COL3A1+ C4 Gut,NDP
SPARC+COL3A1+ C4 Gut,GPX7
SPARC+COL3A1+ C4 Gut,MEGF6
SPARC+COL3A1+ C4 Gut,COL5A2
SPARC+COL3A1+ C4 Gut,SPOCD1
SPARC+COL3A1+ C4 Gut,LTBP1
SPARC+COL3A1+ C4 Gut,TDO2
SPARC+COL3A1+ C4 Gut,SPHK1
SPARC+COL3A1+ C4 Gut,CLTCL1
SPARC+COL3A1+ C4 Gut,LOXL2
SPARC+COL3A1+ C4 Gut,MAF
SPARC+COL3A1+ C4 Gut,SHISA2
SPARC+COL3A1+ C4 Gut,FOXS1
SPARC+COL3A1+ C4 Gut,AC021066.1
SPARC+COL3A1+ C4 Gut,ADAMTS12
SPARC+COL3A1+ C4 Gut,SBSN
SPARC+COL3A1+ C4 Gut,ANTXR1
SPARC+COL3A1+ C4 Gut,PRSS35
SPARC+COL3A1+ C4 Gut,POC5
SPARC+COL3A1+ C4 Gut,C1QTNF6
SPARC+COL3A1+ C4 Gut,HTR2B
SPARC+COL3A1+ C4 Gut,KDELR3
SPARC+COL3A1+ C4 Gut,LINGO1
SPARC+COL3A1+ C4 Gut,ASIP
SPARC+COL3A1+ C4 Gut,EDN3
SPARC+COL3A1+ C4 Gut,LGALS9
SPARC+COL3A1+ C4 Gut,CREB3L1
SPARC+COL3A1+ C4 Gut,MMP28
SPARC+COL3A1+ C4 Gut,CCN3
SPARC+COL3A1+ C4 Gut,BHLHE41
SPARC+COL3A1+ C4 Gut,COL4A1
SPARC+COL3A1+ C4 Gut,PIEZO2
SPARC+COL3A1+ C4 Gut,CRLF1
SPARC+COL3A1+ C4 Gut,MND1
SPARC+COL3A1+ C4 Gut,H1-3
SPARC+COL3A1+ C4 Gut,PLPPR4
SPARC+COL3A1+ C4 Gut,RASL11B
SPARC+COL3A1+ C4 Gut,HHIP
SPARC+COL3A1+ C4 Gut,SFRP2
SPARC+COL3A1+ C4 Gut,GALNT14
SPARC+COL3A1+ C4 Gut,SHC3
SPARC+COL3A1+ C4 Gut,MTCL1
SPARC+COL3A1+ C4 Gut,PRRX2
SPARC+COL3A1+ C4 Gut,TEX29
SPARC+COL3A1+ C4 Gut,VCAN
SPARC+COL3A1+ C4 Gut,MPP3
SPARC+COL3A1+ C4 Gut,MMP11
SPARC+COL3A1+ C4 Gut,TNFSF11
SPARC+COL3A1+ C4 Gut,RFLNA
SPARC+COL3A1+ C4 Gut,EVI2A
SPARC+COL3A1+ C4 Gut,F5
SPARC+COL3A1+ C4 Gut,CENPP
SPARC+COL3A1+ C4 Gut,HMCN1
SPARC+COL3A1+ C4 Gut,TSPAN13
SPARC+COL3A1+ C4 Gut,POPDC3
SPARC+COL3A1+ C4 Gut,SULF2
SPARC+COL3A1+ C4 Gut,LDLRAD3
SPARC+COL3A1+ C4 Gut,ADAMTS6
SPARC+COL3A1+ C4 Gut,NREP
SPARC+COL3A1+ C4 Gut,CCN4
SPARC+COL3A1+ C4 Gut,TXLNB
SPARC+COL3A1+ C4 Gut,PNMA6A
SPARC+COL3A1+ C4 Gut,ACSL1
SPARC+COL3A1+ C4 Gut,LOXL1
SPARC+COL3A1+ C4 Gut,GALNT5
SPARC+COL3A1+ C4 Gut,AIM2
SPARC+COL3A1+ C4 Gut,COL7A1
SPARC+COL3A1+ C4 Gut,CHN1
SPARC+COL3A1+ C4 Gut,MEDAG
SPARC+COL3A1+ C4 Gut,SERINC2
SPARC+COL3A1+ C4 Gut,TGFB3
SPARC+COL3A1+ C4 Gut,PLPP4
SPARC+COL3A1+ C4 Gut,SPC25
SPARC+COL3A1+ C4 Gut,COL1A2
SPARC+COL3A1+ C4 Gut,UNC5B
SPARC+COL3A1+ C4 Gut,CYP19A1
SPARC+COL3A1+ C4 Gut,CSGALNACT1
SPARC+COL3A1+ C4 Gut,TLCD3A
SPARC+COL3A1+ C4 Gut,SYT7
SPARC+COL3A1+ C4 Gut,CHPF
SPARC+COL3A1+ C4 Gut,PODNL1
SPARC+COL3A1+ C4 Gut,PLP1
SPARC+COL3A1+ C4 Gut,EARS2
SPARC+COL3A1+ C4 Gut,APOE
SPARC+COL3A1+ C4 Gut,CCN2
SPARC+COL3A1+ C4 Gut,OTULINL
SPARC+COL3A1+ C4 Gut,ADAMTS2
SPARC+COL3A1+ C4 Gut,RGS3
SPARC+COL3A1+ C4 Gut,ARSI
SPARC+COL3A1+ C4 Gut,MDK
SPARC+COL3A1+ C4 Gut,GOLM1
SPARC+COL3A1+ C4 Gut,TTYH3
SPARC+COL3A1+ C4 Gut,ACTA2
SPARC+COL3A1+ C4 Gut,TEKT2
SPARC+COL3A1+ C4 Gut,COL6A3
SPARC+COL3A1+ C4 Gut,PLN
SPARC+COL3A1+ C4 Gut,ASPN
SPARC+COL3A1+ C4 Gut,REM1
SPARC+COL3A1+ C4 Gut,FNDC1
SPARC+COL3A1+ C4 Gut,FAAP100
SPARC+COL3A1+ C4 Gut,CIP2A
SPARC+COL3A1+ C4 Gut,RCN3
SPARC+COL3A1+ C4 Gut,ALDH18A1
SPARC+COL3A1+ C4 Gut,ANK1
SPARC+COL3A1+ C4 Gut,PTGER3
SPARC+COL3A1+ C4 Gut,MFGE8
SPARC+COL3A1+ C4 Gut,CARD16
SPARC+COL3A1+ C4 Gut,ASPHD1
SPARC+COL3A1+ C4 Gut,COL10A1
SPARC+COL3A1+ C4 Gut,TANC2
SPARC+COL3A1+ C4 Gut,P3H4
SPARC+COL3A1+ C4 Gut,ICAM3
SPARC+COL3A1+ C4 Gut,COL5A1
SPARC+COL3A1+ C4 Gut,PPIC
SPARC+COL3A1+ C4 Gut,AHNAK2
SPARC+COL3A1+ C4 Gut,COL24A1
SPARC+COL3A1+ C4 Gut,WFDC3
SPARC+COL3A1+ C4 Gut,IL4I1
SPARC+COL3A1+ C4 Gut,COL12A1
SPARC+COL3A1+ C4 Gut,NR1H4
SPARC+COL3A1+ C4 Gut,TRIB2
SPARC+COL3A1+ C4 Gut,CD200
SPARC+COL3A1+ C4 Gut,CDK14
SPARC+COL3A1+ C4 Gut,SNAI2
SPARC+COL3A1+ C4 Gut,P4HA3
SPARC+COL3A1+ C4 Gut,CRACD
SPARC+COL3A1+ C4 Gut,HSD17B14
SPARC+COL3A1+ C4 Gut,IRS1
SPARC+COL3A1+ C4 Gut,KERA
SPARC+COL3A1+ C4 Gut,IL17RB
SPARC+COL3A1+ C4 Gut,SCG5
SPARC+COL3A1+ C4 Gut,AVEN
SPARC+COL3A1+ C4 Gut,RAI14
SPARC+COL3A1+ C4 Gut,TMEM244
SPARC+COL3A1+ C4 Gut,SLC14A2
SPARC+COL3A1+ C4 Gut,RAB31
SPARC+COL3A1+ C4 Gut,CPXM1
SPARC+COL3A1+ C4 Gut,FAM133A
SPARC+COL3A1+ C4 Gut,CCDC34
SPARC+COL3A1+ C4 Gut,FNDC10
SPARC+COL3A1+ C4 Gut,COPZ2
SPARC+COL3A1+ C4 Gut,GJB2
SPARC+COL3A1+ C4 Gut,TOP2A
SPARC+COL3A1+ C4 Gut,C5orf34
SPARC+COL3A1+ C4 Gut,PABPC4L
SPARC+COL3A1+ C4 Gut,PLA2G1B
SPARC+COL3A1+ C4 Gut,FBLN2
SPARC+COL3A1+ C4 Gut,MAPK11
SPARC+COL3A1+ C4 Gut,SDSL
SPARC+COL3A1+ C4 Gut,DKK3
SPARC+COL3A1+ C4 Gut,CPXM2
SPARC+COL3A1+ C4 Gut,NRK
SPARC+COL3A1+ C4 Gut,NELL1
SPARC+COL3A1+ C4 Gut,C1QTNF2
SPARC+COL3A1+ C4 Gut,CTXN1
SPARC+COL3A1+ C4 Gut,WNT2
SPARC+COL3A1+ C4 Gut,PLAU
SPARC+COL3A1+ C4 Gut,BARX1
SPARC+COL3A1+ C4 Gut,TLR4
SPARC+COL3A1+ C4 Gut,MEOX1
SPARC+COL3A1+ C4 Gut,MYOCD
SPARC+COL3A1+ C4 Gut,HEPH
SPARC+COL3A1+ C4 Gut,WASF1
SPARC+COL3A1+ C4 Gut,TWIST2
SPARC+COL3A1+ C4 Gut,QPCT
SPARC+COL3A1+ C4 Gut,TENM4
SPARC+COL3A1+ C4 Gut,LRRC15
SPARC+COL3A1+ C4 Gut,PRRX1
SPARC+COL3A1+ C4 Gut,PRDM6
SPARC+COL3A1+ C4 Gut,S100A16
SPARC+COL3A1+ C4 Gut,GAL
SPARC+COL3A1+ C4 Gut,IGFBP4
SPARC+COL3A1+ C4 Gut,GASK1B
SPARC+COL3A1+ C4 Gut,SEL1L3
SPARC+COL3A1+ C4 Gut,CGREF1
SPARC+COL3A1+ C4 Gut,ZNF501
SPARC+COL3A1+ C4 Gut,RAB15
SPARC+COL3A1+ C4 Gut,ADAMTS16
SPARC+COL3A1+ C4 Gut,CEP170B
SPARC+COL3A1+ C4 Gut,C3orf14
SPARC+COL3A1+ C4 Gut,HTRA1
SPARC+COL3A1+ C4 Gut,NANOS3
SPARC+COL3A1+ C4 Gut,SRA1
SPARC+COL3A1+ C4 Gut,AP002990.1
SPARC+COL3A1+ C4 Gut,HR
SPARC+COL3A1+ C4 Gut,PPP1R1A
SPARC+COL3A1+ C4 Gut,MIA
SPARC+COL3A1+ C4 Gut,CAPN6
SPARC+COL3A1+ C4 Gut,PLXDC2
SPARC+COL3A1+ C4 Gut,ETV4
SPARC+COL3A1+ C4 Gut,THEMIS2
SPARC+COL3A1+ C4 Gut,ADGRB2
SPARC+COL3A1+ C4 Gut,SLC1A7
SPARC+COL3A1+ C4 Gut,MMAA
SPARC+COL3A1+ C4 Gut,SPON2
SPARC+COL3A1+ C4 Gut,LEF1
SPARC+COL3A1+ C4 Gut,RFX8
SPARC+COL3A1+ C4 Gut,CBLN4
SPARC+COL3A1+ C4 Gut,PAFAH1B3
SPARC+COL3A1+ C4 Gut,ZBED6CL
SPARC+COL3A1+ C4 Gut,CERCAM
SPARC+COL3A1+ C4 Gut,ELK1
SPARC+COL3A1+ C4 Gut,NPNT
SPARC+COL3A1+ C4 Gut,FAM102A
SPARC+COL3A1+ C4 Gut,WDHD1
SPARC+COL3A1+ C4 Gut,PCOLCE
SPARC+COL3A1+ C4 Gut,SLC4A3
SPARC+COL3A1+ C4 Gut,PRRC1
SPARC+COL3A1+ C4 Gut,UPK3BL1
SPARC+COL3A1+ C4 Gut,SRGN
SPARC+COL3A1+ C4 Gut,MMP9
SPARC+COL3A1+ C4 Gut,LBH
SPARC+COL3A1+ C4 Gut,CAPN11
SPARC+COL3A1+ C4 Gut,COTL1
SPARC+COL3A1+ C4 Gut,SLC38A5
SPARC+COL3A1+ C4 Gut,CARD10
SPARC+COL3A1+ C4 Gut,ALPK2
SPARC+COL3A1+ C4 Gut,TNC
SPARC+COL3A1+ C4 Gut,LHFPL2
SPARC+COL3A1+ C4 Gut,ITGA9
SPARC+COL3A1+ C4 Gut,ERVK3-1
SPARC+COL3A1+ C4 Gut,ABRACL
SPARC+COL3A1+ C4 Gut,EFNA4
SPARC+COL3A1+ C4 Gut,DPT
SPARC+COL3A1+ C4 Gut,FMOD
SPARC+COL3A1+ C4 Gut,RAB27B
SPARC+COL3A1+ C4 Gut,PDGFRB
SPARC+COL3A1+ C4 Gut,HMGB3
SPARC+COL3A1+ C4 Gut,NPL
SPARC+COL3A1+ C4 Gut,KCNQ5
SPARC+COL3A1+ C4 Gut,FLNC
SPARC+COL3A1+ C4 Gut,IL31RA
SPARC+COL3A1+ C4 Gut,SLC39A7
SPARC+COL3A1+ C4 Gut,OSR1
SPARC+COL3A1+ C4 Gut,YIPF2
SPARC+COL3A1+ C4 Gut,CYB561
SPARC+COL3A1+ C4 Gut,SCARF2
SPARC+COL3A1+ C4 Gut,GALNT1
SPARC+COL3A1+ C4 Gut,POMC
SPARC+COL3A1+ C4 Gut,KCNK15
SPARC+COL3A1+ C4 Gut,IPMK
SPARC+COL3A1+ C4 Gut,DCN
SPARC+COL3A1+ C4 Gut,FBN2
SPARC+COL3A1+ C4 Gut,PRDM1
SPARC+COL3A1+ C4 Gut,ALDH1L2
SPARC+COL3A1+ C4 Gut,ETV2
SPARC+COL3A1+ C4 Gut,ADD2
SPARC+COL3A1+ C4 Gut,SMTNL2
SPARC+COL3A1+ C4 Gut,ACAA1
SPARC+COL3A1+ C4 Gut,GPM6B
SPARC+COL3A1+ C4 Gut,ARL4C
SPARC+COL3A1+ C4 Gut,LIMD2
SPARC+COL3A1+ C4 Gut,SHOX2
SPARC+COL3A1+ C4 Gut,ARHGAP31
SPARC+COL3A1+ C4 Gut,COL15A1
SPARC+COL3A1+ C4 Gut,KIF5A
SPARC+COL3A1+ C4 Gut,FAT4
SPARC+COL3A1+ C4 Gut,CKAP4
SPARC+COL3A1+ C4 Gut,ASPM
SPARC+COL3A1+ C4 Gut,ENTPD1
SPARC+COL3A1+ C4 Gut,DNAJC12
SPARC+COL3A1+ C4 Gut,SUCNR1
SPARC+COL3A1+ C4 Gut,GAREM1
SPARC+COL3A1+ C4 Gut,PPP4R4
SPARC+COL3A1+ C4 Gut,EPDR1
SPARC+COL3A1+ C4 Gut,NRTN
SPARC+COL3A1+ C4 Gut,CMTM3
SPARC+COL3A1+ C4 Gut,SLC40A1
SPARC+COL3A1+ C4 Gut,MMP14
SPARC+COL3A1+ C4 Gut,UCK1
SPARC+COL3A1+ C4 Gut,NID1
SPARC+COL3A1+ C4 Gut,EGFL6
SPARC+COL3A1+ C4 Gut,CHL1
SPARC+COL3A1+ C4 Gut,INAFM1
SPARC+COL3A1+ C4 Gut,FSCN1
SPARC+COL3A1+ C4 Gut,PSD3
SPARC+COL3A1+ C4 Gut,FSTL1
SPARC+COL3A1+ C4 Gut,FMNL3
SPARC+COL3A1+ C4 Gut,HTRA3
SPARC+COL3A1+ C4 Gut,CILP
SPARC+COL3A1+ C4 Gut,TIMP2
SPARC+COL3A1+ C4 Gut,FZD6
SPARC+COL3A1+ C4 Gut,TNIP3
SPARC+COL3A1+ C4 Gut,INHBA
SPARC+COL3A1+ C4 Gut,BEST3
SPARC+COL3A1+ C4 Gut,CSDC2
SPARC+COL3A1+ C4 Gut,SUSD2
SPARC+COL3A1+ C4 Gut,S100B
SPARC+COL3A1+ C4 Gut,CD68
SPARC+COL3A1+ C4 Gut,HAGHL
SPARC+COL3A1+ C4 Gut,TK1
SPARC+COL3A1+ C4 Gut,DDX43
SPARC+COL3A1+ C4 Gut,METRNL
SPARC+COL3A1+ C4 Gut,COX4I2
SPARC+COL3A1+ C4 Gut,XYLT1
SPARC+COL3A1+ C4 Gut,SEC13
SPARC+COL3A1+ C4 Gut,NAV2
SPARC+COL3A1+ C4 Gut,PPP1R14B
SPARC+COL3A1+ C4 Gut,LPO
SPARC+COL3A1+ C4 Gut,C11orf24
SPARC+COL3A1+ C4 Gut,CCL26
SPARC+COL3A1+ C4 Gut,LGALS12
SPARC+COL3A1+ C4 Gut,ANO1
SPARC+COL3A1+ C4 Gut,PDGFC
SPARC+COL3A1+ C4 Gut,ZNF385B
SPARC+COL3A1+ C4 Gut,ZHX1-C8orf76
SPARC+COL3A1+ C4 Gut,TMEM30B
SPARC+COL3A1+ C4 Gut,LRRC59
SPARC+COL3A1+ C4 Gut,SPATA9
SPARC+COL3A1+ C4 Gut,P2RY2
SPARC+COL3A1+ C4 Gut,MYL9
SPARC+COL3A1+ C4 Gut,NCK2
SPARC+COL3A1+ C4 Gut,PFN2
SPARC+COL3A1+ C4 Gut,EDA2R
SPARC+COL3A1+ C4 Gut,CTNNBIP1
SPARC+COL3A1+ C4 Gut,DPYSL3
SPARC+COL3A1+ C4 Gut,BORA
SPARC+COL3A1+ C4 Gut,KAZALD1
SPARC+COL3A1+ C4 Gut,CCDC74B
SPARC+COL3A1+ C4 Gut,PDLIM3
SPARC+COL3A1+ C4 Gut,FGFRL1
SPARC+COL3A1+ C4 Gut,TMED3
SPARC+COL3A1+ C4 Gut,SH3GL1
SPARC+COL3A1+ C4 Gut,DIRAS1
SPARC+COL3A1+ C4 Gut,MYO5B
SPARC+COL3A1+ C4 Gut,NOTCH3
SPARC+COL3A1+ C4 Gut,MYL4
SPARC+COL3A1+ C4 Gut,GGN
SPARC+COL3A1+ C4 Gut,SLCO1C1
SPARC+COL3A1+ C4 Gut,LY6E
SPARC+COL3A1+ C4 Gut,CDCA7
SPARC+COL3A1+ C4 Gut,TPM4
SPARC+COL3A1+ C4 Gut,ANLN
SPARC+COL3A1+ C4 Gut,SSX2IP
SPARC+COL3A1+ C4 Gut,DUSP10
SPARC+COL3A1+ C4 Gut,ALPL
SPARC+COL3A1+ C4 Gut,GASK1A
SPARC+COL3A1+ C4 Gut,ASS1
SPARC+COL3A1+ C4 Gut,GLRB
SPARC+COL3A1+ C4 Gut,UBAC1
SPARC+COL3A1+ C4 Gut,MEOX2
SPARC+COL3A1+ C4 Gut,CYP1B1
SPARC+COL3A1+ C4 Gut,FGD6
SPARC+COL3A1+ C4 Gut,COL22A1
SPARC+COL3A1+ C4 Gut,FRMD7
SPARC+COL3A1+ C4 Gut,ANKRD39
SPARC+COL3A1+ C4 Gut,FAM114A1
SPARC+COL3A1+ C4 Gut,VSNL1
SPARC+COL3A1+ C4 Gut,CENPA
SPARC+COL3A1+ C4 Gut,HS6ST2
SPARC+COL3A1+ C4 Gut,SH3PXD2B
SPARC+COL3A1+ C4 Gut,SMG8
SPARC+COL3A1+ C4 Gut,ADAMTS7
SPARC+COL3A1+ C4 Gut,SNCAIP
SPARC+COL3A1+ C4 Gut,TEAD4
SPARC+COL3A1+ C4 Gut,NUF2
SPARC+COL3A1+ C4 Gut,CDYL2
SPARC+COL3A1+ C4 Gut,HYAL2
SPARC+COL3A1+ C4 Gut,BID
SPARC+COL3A1+ C4 Gut,PGM3
SPARC+COL3A1+ C4 Gut,SOX4
SPARC+COL3A1+ C4 Gut,TMEM263
SPARC+COL3A1+ C4 Gut,ZNF354C
SPARC+COL3A1+ C4 Gut,NPW
SPARC+COL3A1+ C4 Gut,ADGRA2
SPARC+COL3A1+ C4 Gut,TP53I3
SPARC+COL3A1+ C4 Gut,TENT5B
SPARC+COL3A1+ C4 Gut,FGF16
SPARC+COL3A1+ C4 Synovium,COL1A1
SPARC+COL3A1+ C4 Synovium,POSTN
SPARC+COL3A1+ C4 Synovium,CTHRC1
SPARC+COL3A1+ C4 Synovium,CRABP2
SPARC+COL3A1+ C4 Synovium,THY1
SPARC+COL3A1+ C4 Synovium,ADAM12
SPARC+COL3A1+ C4 Synovium,ANO1
SPARC+COL3A1+ C4 Synovium,EVI2A
SPARC+COL3A1+ C4 Synovium,DKK3
SPARC+COL3A1+ C4 Synovium,CPXM1
SPARC+COL3A1+ C4 Synovium,TSPAN2
SPARC+COL3A1+ C4 Synovium,FMO1
SPARC+COL3A1+ C4 Synovium,COL3A1
SPARC+COL3A1+ C4 Synovium,EVA1A
SPARC+COL3A1+ C4 Synovium,C1QTNF2
SPARC+COL3A1+ C4 Synovium,EDNRA
SPARC+COL3A1+ C4 Synovium,ACTN1
SPARC+COL3A1+ C4 Synovium,SPON2
SPARC+COL3A1+ C4 Synovium,HEYL
SPARC+COL3A1+ C4 Synovium,ZNF469
SPARC+COL3A1+ C4 Synovium,C12orf75
SPARC+COL3A1+ C4 Synovium,DIO2
SPARC+COL3A1+ C4 Synovium,TSPAN11
SPARC+COL3A1+ C4 Synovium,AEBP1
SPARC+COL3A1+ C4 Synovium,TNFSF11
SPARC+COL3A1+ C4 Synovium,TMEM119
SPARC+COL3A1+ C4 Synovium,SLC40A1
SPARC+COL3A1+ C4 Synovium,CAPG
SPARC+COL3A1+ C4 Synovium,EDIL3
SPARC+COL3A1+ C4 Synovium,IGFBP7
SPARC+COL3A1+ C4 Synovium,OGN
SPARC+COL3A1+ C4 Synovium,CADM1
SPARC+COL3A1+ C4 Synovium,TGFBI
SPARC+COL3A1+ C4 Synovium,SPARC
SPARC+COL3A1+ C4 Synovium,COL5A3
SPARC+COL3A1+ C4 Synovium,LOXL1
SPARC+COL3A1+ C4 Synovium,FOXS1
SPARC+COL3A1+ C4 Synovium,SFRP4
SPARC+COL3A1+ C4 Synovium,FNDC1
SPARC+COL3A1+ C4 Synovium,SPHK1
SPARC+COL3A1+ C4 Synovium,HEY1
SPARC+COL3A1+ C4 Synovium,UNC5B
SPARC+COL3A1+ C4 Synovium,EGLN3
SPARC+COL3A1+ C4 Synovium,LRRC32
SPARC+COL3A1+ C4 Synovium,NES
SPARC+COL3A1+ C4 Synovium,P4HA3
SPARC+COL3A1+ C4 Synovium,MFAP2
SPARC+COL3A1+ C4 Synovium,BGN
SPARC+COL3A1+ C4 Synovium,MDFI
SPARC+COL3A1+ C4 Synovium,HAPLN3
SPARC+COL3A1+ C4 Synovium,PIEZO2
SPARC+COL3A1+ C4 Synovium,MEOX2
SPARC+COL3A1+ C4 Synovium,MXRA5
SPARC+COL3A1+ C4 Synovium,HES4
SPARC+COL3A1+ C4 Synovium,EFNB3
SPARC+COL3A1+ C4 Synovium,ELN
SPARC+COL3A1+ C4 Synovium,RGS3
SPARC+COL3A1+ C4 Synovium,A2M
SPARC+COL3A1+ C4 Synovium,COL5A1
SPARC+COL3A1+ C4 Synovium,MMP13
SPARC+COL3A1+ C4 Synovium,MDK
SPARC+COL3A1+ C4 Synovium,CD24
SPARC+COL3A1+ C4 Synovium,LRRC17
SPARC+COL3A1+ C4 Synovium,ACAN
SPARC+COL3A1+ C4 Synovium,IGDCC4
SPARC+COL3A1+ C4 Synovium,MMP11
SPARC+COL3A1+ C4 Synovium,ASPN
SPARC+COL3A1+ C4 Synovium,BHLHE22
SPARC+COL3A1+ C4 Synovium,KIAA0040
SPARC+COL3A1+ C4 Synovium,TPM2
SPARC+COL3A1+ C4 Synovium,NOG
SPARC+COL3A1+ C4 Synovium,NOTCH3
SPARC+COL3A1+ C4 Synovium,KIF26B
SPARC+COL3A1+ C4 Synovium,CILP2
SPARC+COL3A1+ C4 Synovium,SERPINE1
