cluster,gene
FBLN1+ C5 Marginal,PON3
FBLN1+ C5 Marginal,NEGR1
FBLN1+ C5 Marginal,NBEA
FBLN1+ C5 Marginal,AR
FBLN1+ C5 Marginal,SUSD2
FBLN1+ C5 Marginal,IGFBP4
FBLN1+ C5 Marginal,NAV3
FBLN1+ C5 Marginal,BEND5
FBLN1+ C5 Marginal,GAS6
FBLN1+ C5 Marginal,HLA-DPA1
FBLN1+ C5 Marginal,RARRES1
FBLN1+ C5 Marginal,ROBO3
FBLN1+ C5 Marginal,RAB30
FBLN1+ C5 Marginal,NR0B1
FBLN1+ C5 Marginal,CENPW
FBLN1+ C5 Marginal,SOD3
FBLN1+ C5 Marginal,RUNDC3B
FBLN1+ C5 Marginal,HLA-DRA
FBLN1+ C5 Marginal,GPAT3
FBLN1+ C5 Marginal,CMTM8
FBLN1+ C5 Marginal,AKAP12
FBLN1+ C5 Marginal,CKB
FBLN1+ C5 Marginal,TRDN
FBLN1+ C5 Marginal,TNNT3
FBLN1+ C5 Marginal,BCHE
FBLN1+ C5 Marginal,GXYLT2
FBLN1+ C5 Marginal,DNAJC12
FBLN1+ C5 Marginal,SKAP2
FBLN1+ C5 Marginal,SPIN2A
FBLN1+ C5 Marginal,JAM2
FBLN1+ C5 Marginal,PRRX1
FBLN1+ C5 Marginal,CHL1
FBLN1+ C5 Marginal,GPRC5B
FBLN1+ C5 Marginal,ESR1
FBLN1+ C5 Marginal,MAB21L2
FBLN1+ C5 Marginal,SECTM1
FBLN1+ C5 Marginal,TMEM176A
FBLN1+ C5 Marginal,GFRA1
FBLN1+ C5 Marginal,PURG
FBLN1+ C5 Marginal,ABCB4
FBLN1+ C5 Marginal,LTC4S
FBLN1+ C5 Marginal,LEFTY2
FBLN1+ C5 Marginal,COL4A3
FBLN1+ C5 Marginal,SHMT1
FBLN1+ C5 Marginal,FAM162B
FBLN1+ C5 Marginal,CBLN3
FBLN1+ C5 Marginal,SLITRK3
FBLN1+ C5 Marginal,CAPN6
FBLN1+ C5 Marginal,ANKFN1
FBLN1+ C5 Marginal,CCDC74B
FBLN1+ C5 Marginal,LHX9
FBLN1+ C5 Marginal,SYBU
FBLN1+ C5 Marginal,LSAMP
FBLN1+ C5 Marginal,PDGFRL
FBLN1+ C5 Marginal,IQSEC3
FBLN1+ C5 Marginal,ZNF337
FBLN1+ C5 Marginal,CREG1
FBLN1+ C5 Marginal,MNS1
FBLN1+ C5 Marginal,ID4
FBLN1+ C5 Marginal,CACNB4
FBLN1+ C5 Marginal,GRAMD2B
FBLN1+ C5 Marginal,RSPO4
FBLN1+ C5 Marginal,HSD11B2
FBLN1+ C5 Marginal,KCNE4
FBLN1+ C5 Marginal,APOE
FBLN1+ C5 Marginal,RAET1G
FBLN1+ C5 Marginal,HSPB2
FBLN1+ C5 Marginal,RAB3IL1
FBLN1+ C5 Marginal,DCHS2
FBLN1+ C5 Marginal,CAMP
FBLN1+ C5 Marginal,KCNJ12
FBLN1+ C5 Marginal,LHFPL6
FBLN1+ C5 Marginal,PHGDH
FBLN1+ C5 Marginal,TXLNB
FBLN1+ C5 Marginal,RAI2
FBLN1+ C5 Marginal,TMEM47
FBLN1+ C5 Marginal,LRRN4CL
FBLN1+ C5 Marginal,RELN
FBLN1+ C5 Marginal,PRELP
FBLN1+ C5 Marginal,CLU
FBLN1+ C5 Marginal,PLPP3
FBLN1+ C5 Marginal,OLFML1
FBLN1+ C5 Marginal,CRABP2
FBLN1+ C5 Marginal,ADD3
FBLN1+ C5 Marginal,RFTN1
FBLN1+ C5 Marginal,SERPINI1
FBLN1+ C5 Marginal,RNF175
FBLN1+ C5 Marginal,IL11RA
FBLN1+ C5 Marginal,NFIA
FBLN1+ C5 Marginal,TUB
FBLN1+ C5 Marginal,MCUB
FBLN1+ C5 Marginal,TMEM25
FBLN1+ C5 Marginal,MPPED2
FBLN1+ C5 Marginal,IGFBP7
FBLN1+ C5 Marginal,RGMA
FBLN1+ C5 Marginal,TCEAL7
FBLN1+ C5 Marginal,PLTP
FBLN1+ C5 Marginal,PLP1
FBLN1+ C5 Marginal,CYP39A1
FBLN1+ C5 Marginal,BICC1
FBLN1+ C5 Marginal,MMP16
FBLN1+ C5 Marginal,PLCXD3
FBLN1+ C5 Marginal,ZFPM2
FBLN1+ C5 Marginal,EYA2
FBLN1+ C5 Marginal,CDO1
FBLN1+ C5 Marginal,IRX3
FBLN1+ C5 Marginal,CBLN4
FBLN1+ C5 Marginal,FNDC1
FBLN1+ C5 Marginal,FHL1
FBLN1+ C5 Marginal,AKR1B15
FBLN1+ C5 Marginal,BOC
FBLN1+ C5 Marginal,CDKN1C
FBLN1+ C5 Marginal,FGF16
FBLN1+ C5 Marginal,CHI3L2
FBLN1+ C5 Marginal,NFIB
FBLN1+ C5 Marginal,C1R
FBLN1+ C5 Marginal,EPYC
FBLN1+ C5 Marginal,CUTC
FBLN1+ C5 Marginal,B3GNT8
FBLN1+ C5 Marginal,ADH1C
FBLN1+ C5 Marginal,MFAP4
FBLN1+ C5 Marginal,XG
FBLN1+ C5 Marginal,DACT1
FBLN1+ C5 Marginal,PPP1R1B
FBLN1+ C5 Marginal,CCL13
FBLN1+ C5 Marginal,C1orf21
FBLN1+ C5 Marginal,FAM180B
FBLN1+ C5 Marginal,IGSF3
FBLN1+ C5 Marginal,LVRN
FBLN1+ C5 Marginal,PLSCR4
FBLN1+ C5 Marginal,DENND2D
FBLN1+ C5 Marginal,GASK1A
FBLN1+ C5 Marginal,PALM
FBLN1+ C5 Marginal,CLEC2B
FBLN1+ C5 Marginal,COLEC11
FBLN1+ C5 Marginal,CAB39L
FBLN1+ C5 Marginal,CXCL14
FBLN1+ C5 Marginal,CCDC89
FBLN1+ C5 Marginal,MAGI3
FBLN1+ C5 Marginal,EPHB6
FBLN1+ C5 Marginal,SH3BP5
FBLN1+ C5 Marginal,ADCYAP1R1
FBLN1+ C5 Marginal,IGSF10
FBLN1+ C5 Marginal,C1orf54
FBLN1+ C5 Marginal,MT1M
FBLN1+ C5 Marginal,TMEFF2
FBLN1+ C5 Marginal,DPYS
FBLN1+ C5 Marginal,C14orf180
FBLN1+ C5 Marginal,PROS1
FBLN1+ C5 Marginal,ADM
FBLN1+ C5 Marginal,CYBRD1
FBLN1+ C5 Marginal,PLA2G5
FBLN1+ C5 Marginal,GLT8D2
FBLN1+ C5 Marginal,P2RY14
FBLN1+ C5 Marginal,FGFBP2
FBLN1+ C5 Marginal,FUCA1
FBLN1+ C5 Marginal,PTGFRN
FBLN1+ C5 Marginal,NHSL1
FBLN1+ C5 Marginal,OLFML3
FBLN1+ C5 Marginal,ACCS
FBLN1+ C5 Marginal,CTSK
FBLN1+ C5 Marginal,NKAIN3
FBLN1+ C5 Marginal,HMCN2
FBLN1+ C5 Marginal,GGT5
FBLN1+ C5 Marginal,LPAR4
FBLN1+ C5 Marginal,HSPB7
FBLN1+ C5 Marginal,ADIRF
FBLN1+ C5 Marginal,COLCA2
FBLN1+ C5 Marginal,KCTD12
FBLN1+ C5 Marginal,MEGF6
FBLN1+ C5 Marginal,CES1
FBLN1+ C5 Marginal,C10orf142
FBLN1+ C5 Marginal,CSTA
FBLN1+ C5 Marginal,TMEM35A
FBLN1+ C5 Marginal,PLAC9
FBLN1+ C5 Marginal,RPA2
FBLN1+ C5 Marginal,PLAAT5
FBLN1+ C5 Marginal,GLIS3
FBLN1+ C5 Marginal,TMEM176B
FBLN1+ C5 Marginal,H2AW
FBLN1+ C5 Marginal,MSX1
FBLN1+ C5 Marginal,PLEKHF1
FBLN1+ C5 Marginal,C1S
FBLN1+ C5 Marginal,SPRY1
FBLN1+ C5 Marginal,AC233723.1
FBLN1+ C5 Marginal,ZNF423
FBLN1+ C5 Marginal,SGCE
FBLN1+ C5 Marginal,MAOA
FBLN1+ C5 Marginal,FBXO2
FBLN1+ C5 Marginal,STEAP1
FBLN1+ C5 Marginal,ATL1
FBLN1+ C5 Marginal,LMOD1
FBLN1+ C5 Marginal,KLHL13
FBLN1+ C5 Marginal,APCDD1
FBLN1+ C5 Marginal,CYB5A
FBLN1+ C5 Marginal,ADAMTSL3
FBLN1+ C5 Marginal,PTGIS
FBLN1+ C5 Marginal,FAM107A
FBLN1+ C5 Marginal,CTSF
FBLN1+ C5 Marginal,PITPNC1
FBLN1+ C5 Marginal,ZNF704
FBLN1+ C5 Marginal,CD248
FBLN1+ C5 Marginal,DUOXA1
FBLN1+ C5 Marginal,RNASE4
FBLN1+ C5 Marginal,FEZ1
FBLN1+ C5 Marginal,GREM1
FBLN1+ C5 Marginal,LRRC17
FBLN1+ C5 Marginal,MLXIPL
FBLN1+ C5 Marginal,AIF1L
FBLN1+ C5 Marginal,IGFN1
FBLN1+ C5 Marginal,SMAD9
FBLN1+ C5 Marginal,EPHA6
FBLN1+ C5 Marginal,BSPRY
FBLN1+ C5 Marginal,ADH5
FBLN1+ C5 Marginal,TPST1
FBLN1+ C5 Marginal,ISM1
FBLN1+ C5 Marginal,C5orf49
FBLN1+ C5 Marginal,HSPA12B
FBLN1+ C5 Marginal,ZNF79
FBLN1+ C5 Marginal,PRRT1
FBLN1+ C5 Marginal,RNF212
FBLN1+ C5 Marginal,ASPA
FBLN1+ C5 Marginal,PIK3R1
FBLN1+ C5 Marginal,LAMA2
FBLN1+ C5 Marginal,CELF2
FBLN1+ C5 Marginal,LAG3
FBLN1+ C5 Marginal,FNDC5
FBLN1+ C5 Marginal,TSPAN8
FBLN1+ C5 Marginal,MASP1
FBLN1+ C5 Marginal,PTPRD
FBLN1+ C5 Marginal,IL16
FBLN1+ C5 Marginal,FAM43A
FBLN1+ C5 Marginal,ARHGAP15
FBLN1+ C5 Marginal,MARCKS
FBLN1+ C5 Marginal,TCF19
FBLN1+ C5 Marginal,SAMHD1
C10 Marginal,TLL2
C10 Marginal,ITGA10
C10 Marginal,ATP1B1
C10 Marginal,MAGI1
C10 Marginal,LAMA5
C10 Marginal,THBD
C10 Marginal,SEMA5A
C10 Marginal,PCSK6
C10 Marginal,FRY
C10 Marginal,DOCK5
C10 Marginal,SLC1A1
C10 Marginal,ALPK3
C10 Marginal,SHANK2
C10 Marginal,KIF5A
C10 Marginal,CPM
C10 Marginal,LAMC3
C10 Marginal,SLC44A4
C10 Marginal,COL4A5
C10 Marginal,MMP1
C10 Marginal,ABCA3
C10 Marginal,CFAP43
C10 Marginal,KANSL1L
C10 Marginal,ALCAM
C10 Marginal,RGS6
C10 Marginal,EFNB2
C10 Marginal,DMKN
C10 Marginal,PAG1
C10 Marginal,ZNF780B
C10 Marginal,B4GALNT3
C10 Marginal,SOX6
C10 Marginal,ADAMTS9
C10 Marginal,DGKH
C10 Marginal,IL21R
C10 Marginal,RPH3AL
C10 Marginal,CYP4F8
C10 Marginal,ANPEP
C10 Marginal,MICAL2
C10 Marginal,PTCH1
C10 Marginal,PCSK1N
C10 Marginal,RASGEF1B
C10 Marginal,CFAP206
C10 Marginal,MERTK
C10 Marginal,ARHGAP18
C10 Marginal,ITGA3
C10 Marginal,AFF3
C10 Marginal,SPRY4
C10 Marginal,PDE8B
C10 Marginal,AQP9
C10 Marginal,PREX2
C10 Marginal,ENPP1
C10 Marginal,MYH11
C10 Marginal,CLEC7A
C10 Marginal,GJB6
C10 Marginal,PDGFC
C10 Marginal,CHST2
C10 Marginal,RP1
C10 Marginal,CDHR4
C10 Marginal,FRMD4A
C10 Marginal,AMPD3
C10 Marginal,MTSS1
C10 Marginal,IP6K3
C10 Marginal,ADGRG2
C10 Marginal,TTN
C10 Marginal,AL117339.5
C10 Marginal,SCUBE1
C10 Marginal,MCAM
C10 Marginal,PTPDC1
C10 Marginal,LFNG
C10 Marginal,WDR66
C10 Marginal,ENC1
C10 Marginal,OBSCN
C10 Marginal,SIGLEC11
C10 Marginal,SAMD5
C10 Marginal,EPHA4
C10 Marginal,ITPR2
C10 Marginal,ZNF316
C10 Marginal,NALCN
C10 Marginal,STEAP3
C10 Marginal,RRM2
C10 Marginal,OR1A1
C10 Marginal,RIC3
C10 Marginal,DOT1L
C10 Marginal,ITGA1
C10 Marginal,ADAM19
C10 Marginal,TERT
C10 Marginal,MATR3
C10 Marginal,TSPAN7
C10 Marginal,RGS17
C10 Marginal,GOLGA8B
C10 Marginal,DNAH7
C10 Marginal,ARHGAP42
C10 Marginal,SV2B
C10 Marginal,HYDIN
C10 Marginal,ACOT11
C10 Marginal,TBX2
C10 Marginal,SLC2A1
C10 Marginal,PTPRG
C10 Marginal,ZNF3
C10 Marginal,NTRK3
C10 Marginal,ADAMTS7
C10 Marginal,DUSP6
C10 Marginal,TSHZ2
C10 Marginal,FAM189A2
C10 Marginal,TMCC2
C10 Marginal,CPAMD8
C10 Marginal,WDR91
C10 Marginal,TRIM41
C10 Marginal,FCRL5
C10 Marginal,EGR2
C10 Marginal,SLC17A9
C10 Marginal,CATSPERB
C10 Marginal,ADAMTSL2
C10 Marginal,FOXC2
C10 Marginal,CARF
C10 Marginal,PHLDB1
C10 Marginal,ZNF141
C10 Marginal,C1QTNF7
C10 Marginal,PLPP2
C10 Marginal,BRCA1
C10 Marginal,UNC5B
C10 Marginal,MYT1L
C10 Marginal,BTBD16
C10 Marginal,MAGI2
C10 Marginal,RASSF3
C10 Marginal,KLRK1
C10 Marginal,UTS2B
C10 Marginal,CTTNBP2
C10 Marginal,TESC
C10 Marginal,ATP10B
C10 Marginal,AGAP9
C10 Marginal,OGT
C10 Marginal,SORT1
C10 Marginal,HSD17B2
C10 Marginal,KIAA1217
C10 Marginal,SLA
C10 Marginal,PIEZO1
C10 Marginal,PMAIP1
C10 Marginal,F2R
C10 Marginal,GNRH1
C10 Marginal,ZNF585A
C10 Marginal,FOXO6
C10 Marginal,MRVI1
C10 Marginal,ATM
C10 Marginal,SLITRK5
C10 Marginal,BMP6
C10 Marginal,ZNF578
C10 Marginal,PUS10
C10 Marginal,IDS
C10 Marginal,NRCAM
C10 Marginal,NKD1
C10 Marginal,PRRC2B
C10 Marginal,IKZF1
C10 Marginal,CARM1
C10 Marginal,CD52
C10 Marginal,ADAMTS8
C10 Marginal,ARAP2
C10 Marginal,ANKRD44
C10 Marginal,EPHA2
C10 Marginal,ADAMTS13
C10 Marginal,ING5
C10 Marginal,NLRP2
C10 Marginal,CMKLR1
C10 Marginal,NET1
C10 Marginal,HIPK2
C10 Marginal,KCTD9
C10 Marginal,BEND7
C10 Marginal,ZNF776
C10 Marginal,CBL
C10 Marginal,SIPA1L1
C10 Marginal,SV2C
C10 Marginal,MBOAT1
C10 Marginal,AANAT
C10 Marginal,BHLHE40
C10 Marginal,ABHD14A-ACY1
C10 Marginal,ABCC4
C10 Marginal,FAM227A
C10 Marginal,POU2F3
C10 Marginal,PLEKHA1
C10 Marginal,TRAF5
C10 Marginal,NEK5
C10 Marginal,ACKR2
C10 Marginal,SFXN5
C10 Marginal,BNIPL
C10 Marginal,SLC4A4
C10 Marginal,GSTM2
C10 Marginal,ADGRE5
C10 Marginal,FOXD2
C10 Marginal,KIAA0895L
C10 Marginal,CLSPN
C10 Marginal,RELL1
C10 Marginal,NRG1
C10 Marginal,HTRA4
C10 Marginal,USP24
C10 Marginal,NDST4
C10 Marginal,PLAG1
C10 Marginal,DDX39B
C10 Marginal,ZNF662
C10 Marginal,P2RX7
C10 Marginal,DNMBP
C10 Marginal,KIAA1671
C10 Marginal,CLMN
C10 Marginal,AUTS2
C10 Marginal,DEFB1
C10 Marginal,FAM221A
C10 Marginal,ZNF107
C10 Marginal,SLC20A1
C10 Marginal,DLEU7
C10 Marginal,ZBTB46
C10 Marginal,UBN2
C10 Marginal,ABR
C10 Marginal,LILRB3
C10 Marginal,PDGFRA
C10 Marginal,SCAI
C10 Marginal,POC1B
C10 Marginal,CNOT6
C10 Marginal,ACTR3B
C10 Marginal,RREB1
C10 Marginal,MCM3AP
C10 Marginal,STAT2
C10 Marginal,COL9A1
C10 Marginal,HOMER1
C10 Marginal,ANK3
C10 Marginal,TOGARAM2
C10 Marginal,TRPA1
C10 Marginal,AP1S3
C10 Marginal,RNMT
C10 Marginal,HIP1
C10 Marginal,SORBS2
C10 Marginal,NBPF9
C10 Marginal,IREB2
C10 Marginal,PDPR
C10 Marginal,CHD7
C10 Marginal,IRAK1BP1
C10 Marginal,SYTL3
C10 Marginal,CCDC68
C10 Marginal,VTI1A
C10 Marginal,RBPMS2
C10 Marginal,TBCE
C10 Marginal,ABHD18
C10 Marginal,NEDD9
C10 Marginal,MGAT5
C10 Marginal,STAG3
C10 Marginal,KCNK6
C10 Marginal,ATP13A2
C10 Marginal,DNHD1
C10 Marginal,MTO1
C10 Marginal,CNTNAP3B
C10 Marginal,NT5DC3
C10 Marginal,GYPA
C10 Marginal,SLAMF7
C10 Marginal,ADAMTS3
C10 Marginal,FHIT
C10 Marginal,DENND3
C10 Marginal,BMP2
C10 Marginal,MEF2C
C10 Marginal,DRC3
C10 Marginal,RGL3
C10 Marginal,TSHZ3
C10 Marginal,TMEM87B
C10 Marginal,HLF
C10 Marginal,LTBP2
C10 Marginal,SYCP3
C10 Marginal,DNAH14
C10 Marginal,MCTP2
C10 Marginal,DMD
C10 Marginal,HR
C10 Marginal,SYT12
C10 Marginal,ZNF462
C10 Marginal,HNRNPH1
C10 Marginal,MICAL3
C10 Marginal,TET2
C10 Marginal,ANKRD36
C10 Marginal,TACC2
C10 Marginal,PPM1L
C10 Marginal,NLRC3
C10 Marginal,AFF1
C10 Marginal,TXNDC16
C10 Marginal,GPR1
C10 Marginal,STRIP2
C10 Marginal,OR10J1
C10 Marginal,ZNF726
C10 Marginal,FHOD1
C10 Marginal,RHAG
C10 Marginal,CABLES1
C10 Marginal,C12orf50
C10 Marginal,ZNF605
C10 Marginal,PAN3
C10 Marginal,DDHD1
C10 Marginal,KCNK3
C10 Marginal,POLH
C10 Marginal,OR5A1
C10 Marginal,HEATR6
C10 Marginal,SEMA3A
C10 Marginal,LYPD5
C10 Marginal,PTPRE
C10 Marginal,FOXL1
C10 Marginal,ZNF568
C10 Marginal,RGS12
C10 Marginal,PDE6A
C10 Marginal,HMGA2
C10 Marginal,PHKA1
C10 Marginal,GIGYF1
C10 Marginal,ICA1
C10 Marginal,CTNNB1
C10 Marginal,CORIN
C10 Marginal,ETV5
C10 Marginal,GPR22
C10 Marginal,KLHL26
C10 Marginal,KAT6B
C10 Marginal,CCDC88B
C10 Marginal,CNNM3
C10 Marginal,GPRIN3
C10 Marginal,IFT122
C10 Marginal,VWA2
C10 Marginal,LPCAT2
C10 Marginal,COLGALT1
C10 Marginal,EHD4
C10 Marginal,GDF5
C10 Marginal,CLUL1
C10 Marginal,NAA40
C10 Marginal,FRMD4B
C10 Marginal,GLRA3
C10 Marginal,MYPN
C10 Marginal,STEAP4
C10 Marginal,PSTPIP1
C10 Marginal,PIM2
C10 Marginal,DGKG
C10 Marginal,PTGR2
C10 Marginal,MROH7
C10 Marginal,POGZ
C10 Marginal,COL27A1
C10 Marginal,SIGLEC15
C10 Marginal,GOLGA8A
C10 Marginal,POLA2
C10 Marginal,SLC24A2
C10 Marginal,KCNK5
C10 Marginal,ITK
C10 Marginal,KRT8
C10 Marginal,ADAM10
C10 Marginal,INO80C
C10 Marginal,ATP10A
C10 Marginal,GAB2
C10 Marginal,ITGB8
C10 Marginal,RUNX2
C10 Marginal,COL24A1
C10 Marginal,MLLT6
C10 Marginal,MRI1
C10 Marginal,DLG2
C10 Marginal,SNTB1
C10 Marginal,OR6J1
C10 Marginal,MED17
C10 Marginal,PREX1
C10 Marginal,TNS3
C10 Marginal,RTBDN
C10 Marginal,ETS2
C10 Marginal,WRN
C10 Marginal,FABP6
C10 Marginal,ZNF66
C10 Marginal,HEATR3
C10 Marginal,TSPAN12
C10 Marginal,PNPLA7
C10 Marginal,PLAGL1
C10 Marginal,PWWP3A
C10 Marginal,F13A1
C10 Marginal,FSD1L
C10 Marginal,KMT2A
C10 Marginal,SMARCA4
C10 Marginal,CDHR3
C10 Marginal,ENTPD4
C10 Marginal,CAMKMT
C10 Marginal,SPN
C10 Marginal,ZNF154
C10 Marginal,PDZD2
C10 Marginal,CRELD1
C10 Marginal,USP15
C10 Marginal,CARD14
C10 Marginal,OTUD7A
C10 Marginal,SRPK3
C10 Marginal,ZNF197
C10 Marginal,TMEM120B
C10 Marginal,WDR90
C10 Marginal,ARID3A
C10 Marginal,CLEC2D
C10 Marginal,NEURL1
C10 Marginal,RUNX3
C10 Marginal,ANKRD10
C10 Marginal,LPAR3
C10 Marginal,MACROD2
C10 Marginal,CNDP1
C10 Marginal,ZNF493
C10 Marginal,TESK2
C10 Marginal,FOXQ1
C10 Marginal,LNX1
C10 Marginal,ZC3H10
C10 Marginal,ZNF549
C10 Marginal,EFCAB5
C10 Marginal,HS3ST3A1
C10 Marginal,ZNF606
C10 Marginal,STXBP4
C10 Marginal,CEP250
C10 Marginal,ANKRD36C
C10 Marginal,CTSW
C10 Marginal,TCTN2
C10 Marginal,PTCHD1
C10 Marginal,SGK1
C10 Marginal,TXK
C10 Marginal,PHF8
C10 Marginal,LETM1
C10 Marginal,GFOD1
C10 Marginal,CLCN3
C10 Marginal,MIS18BP1
C10 Marginal,ELOVL7
C10 Marginal,KLHL21
C10 Marginal,CGA
C10 Marginal,CASZ1
C10 Marginal,LDLRAD4
C10 Marginal,FCSK
C10 Marginal,RPS6KA5
C10 Marginal,EXOSC6
C10 Marginal,MGAT4A
C10 Marginal,KCNE1
C10 Marginal,PTGS1
C10 Marginal,NKTR
C10 Marginal,ZNF26
C10 Marginal,TCTN3
C10 Marginal,AZGP1
C10 Marginal,MAP3K7CL
C10 Marginal,PDGFA
C10 Marginal,TIAM2
C10 Marginal,JUP
C10 Marginal,RPP14
C10 Marginal,IL1RAPL1
C10 Marginal,GSE1
C10 Marginal,SPEF2
C10 Marginal,ZMAT4
C10 Marginal,TUBA1C
C10 Marginal,CYP2C19
C10 Marginal,MLXIPL
C10 Marginal,SRARP
C10 Marginal,LRRC74B
C10 Marginal,ZNF641
C10 Marginal,ERV3-1
C10 Marginal,SMARCAD1
C10 Marginal,SDC3
C10 Marginal,GPRC5C
C10 Marginal,GATM
C10 Marginal,EXOC2
C10 Marginal,FSIP2
C10 Marginal,PLXNC1
C10 Marginal,TBX4
C10 Marginal,TSFM
C10 Marginal,SCGB3A1
C10 Marginal,SLC8B1
C10 Marginal,MMS22L
C10 Marginal,CNTROB
C10 Marginal,ZZEF1
C10 Marginal,CDH15
C10 Marginal,RBM6
C10 Marginal,FAM189B
C10 Marginal,KMO
C10 Marginal,MYO9B
C10 Marginal,DDX55
C10 Marginal,FCHO1
C10 Marginal,TMEM231
C10 Marginal,GTF2IRD1
C10 Marginal,ATP6V0A1
C10 Marginal,INO80D
C10 Marginal,CDK20
C10 Marginal,OLR1
C10 Marginal,SOX5
C10 Marginal,SEZ6L2
C10 Marginal,ALKBH8
C10 Marginal,ZNF611
C10 Marginal,INSR
C10 Marginal,CD37
C10 Marginal,C5AR2
C10 Marginal,NXN
C10 Marginal,ADAMTS6
C10 Marginal,AC104472.3
C10 Marginal,ALDH1A2
C10 Marginal,SH3BP2
C10 Marginal,SCAPER
C10 Marginal,DHODH
C10 Marginal,OPRM1
C10 Marginal,MAP4K2
C10 Marginal,PRKG1
C10 Marginal,CLASRP
C10 Marginal,CC2D1A
C10 Marginal,NSD2
C10 Marginal,MDM4
C10 Marginal,PALD1
C10 Marginal,MRLN
C10 Marginal,NEU3
C10 Marginal,UBR1
C10 Marginal,L3MBTL1
C10 Marginal,SIPA1L2
C10 Marginal,KBTBD11
C10 Marginal,P2RY10
C10 Marginal,SYNGAP1
C10 Marginal,WNT5A
C10 Marginal,ARHGAP25
C10 Marginal,PAGR1
C10 Marginal,ZNF208
C10 Marginal,AL360181.3
C10 Marginal,LRATD1
C10 Marginal,THOC2
C10 Marginal,EYS
C10 Marginal,CNR2
C10 Marginal,TGFB1
C10 Marginal,RGL4
C10 Marginal,TAS2R4
C10 Marginal,ATP1A2
C10 Marginal,SYT17
C10 Marginal,MGAT5B
C10 Marginal,ANKRD49
C10 Marginal,GPX2
C10 Marginal,CDKL1
C10 Marginal,DHCR24
C10 Marginal,C3orf67
C10 Marginal,ZNF544
C10 Marginal,CMTR2
C10 Marginal,SLC35D1
C10 Marginal,EDEM1
C10 Marginal,MPHOSPH9
C10 Marginal,HAUS2
C10 Marginal,SLC12A9
C10 Marginal,GATA3
C10 Marginal,ALKAL2
C10 Marginal,TMEM217
C10 Marginal,PRSS12
C10 Marginal,CCDC9B
C10 Marginal,CPLANE1
C10 Marginal,AC144573.1
C10 Marginal,GOLGA3
C10 Marginal,CASQ2
C10 Marginal,ZNF407
C10 Marginal,MAPK8IP2
C10 Marginal,PIAS3
C10 Marginal,ZNF394
C10 Marginal,ZNF713
C10 Marginal,FAN1
C10 Marginal,PWWP2B
C10 Marginal,AFTPH
C10 Marginal,HACD4
C10 Marginal,GRAMD1C
C10 Marginal,USP12
C10 Marginal,SLC23A2
C10 Marginal,UVSSA
C10 Marginal,PIK3CB
C10 Marginal,OR8D4
C10 Marginal,RAB36
C10 Marginal,NR1I3
C10 Marginal,C1orf61
C10 Marginal,CEACAM5
C10 Marginal,ZNF506
C10 Marginal,BRICD5
C10 Marginal,FBXW10
C10 Marginal,ATP9B
C10 Marginal,OGA
C10 Marginal,RAB40A
C10 Marginal,ADAMTSL5
C10 Marginal,PMEPA1
C10 Marginal,ZBTB1
C10 Marginal,INHBA
C10 Marginal,SAMD12
C10 Marginal,FZD7
C10 Marginal,GLYATL2
C10 Marginal,CCDC38
C10 Marginal,KCNC4
C10 Marginal,SLC14A1
C10 Marginal,TNFRSF19
C10 Marginal,SCGB2B2
C10 Marginal,NEK10
C10 Marginal,IRAK2
C10 Marginal,SPATA1
C10 Marginal,PDS5B
C10 Marginal,HEATR5B
C10 Marginal,PLXNA3
C10 Marginal,SALL4
C10 Marginal,CALCRL
C10 Marginal,EBLN2
C10 Marginal,RASIP1
C10 Marginal,BRCA2
C10 Marginal,CHDH
C10 Marginal,CACNA1G
C10 Marginal,RIT1
C10 Marginal,CCDC181
C10 Marginal,EML4
C10 Marginal,TF
C10 Marginal,MTPAP
C10 Marginal,SLAMF6
C10 Marginal,ZNF83
C10 Marginal,POU5F2
C10 Marginal,GATAD2B
C10 Marginal,ZNF91
C10 Marginal,ZFHX2
C10 Marginal,CBR4
C10 Marginal,BCL2L1
C10 Marginal,CRB1
C10 Marginal,REM2
C10 Marginal,AOPEP
C10 Marginal,ARHGEF39
C10 Marginal,NOS1
C10 Marginal,CSMD1
C10 Marginal,LRIG1
C10 Marginal,RAF1
C10 Marginal,ARHGAP44
C10 Marginal,SETD2
C10 Marginal,SECISBP2
C10 Marginal,TECRL
C10 Marginal,C3orf62
C10 Marginal,H1-4
C10 Marginal,RIMKLA
C10 Marginal,RBM4
C10 Marginal,ASB4
C10 Marginal,PHC3
C10 Marginal,SGPL1
C10 Marginal,HECTD4
C10 Marginal,ZNF333
C10 Marginal,GJC1
C10 Marginal,OR1M1
C10 Marginal,OR5A2
C10 Marginal,DIPK2B
C10 Marginal,CD3G
C10 Marginal,GABRD
C10 Marginal,SLC24A4
C10 Marginal,CCNL2
C10 Marginal,ZDHHC8
C10 Marginal,REEP2
C10 Marginal,GPR37L1
C10 Marginal,C11orf88
C10 Marginal,LIMCH1
C10 Marginal,FLVCR2
C10 Marginal,CC2D1B
C10 Marginal,MMP3
C10 Marginal,MAK
C10 Marginal,TLR10
C10 Marginal,RPRD1A
C10 Marginal,DLG1
C10 Marginal,TAF4
C10 Marginal,KIF19
C10 Marginal,KIF14
C10 Marginal,SKIL
C10 Marginal,GDNF
C10 Marginal,RRAGD
C10 Marginal,KAZALD1
C10 Marginal,PHF6
