cluster,gene
c05,FLRT2
c05,PXDC1
c05,UGP2
c05,FGF7
c05,METTL7A
c05,SEPP1
c05,BAG2
c06,LIMCH1
c06,A2M
c06,MYH10
c06,ADH1B
c06,MACF1
c06,SCN7A
c06,FMO2
c06,DPT
c06,INMT
c06,PTGDS
c06,C7
c06,MFAP4
c06,DST
c06,MGP
c06,GSN
c06,FBLN1
c06,LTBP2
c06,GPC3
c06,SPARCL1
c06,PRELP
c06,SEPP1
c06,LTBP4
c06,AC090498.1
c06,LAMB1
c06,RGCC
c06,LUM
c06,TGM2
c06,ALDH1A1
c06,APOD
c06,PLEKHH2
c06,LAMA2
c06,DCN
c06,FHL1
c06,CFH
c06,TCF21
c06,SLIT2
c06,ABI3BP
c06,TNXB
c06,C3
c06,OGN
c06,HSPB6
c06,CXCL12
c06,COL14A1
c06,SERPING1
c06,QSOX1
c06,SPTBN1
c06,PIK3R1
c06,CHRDL1
c06,CST3
c06,METTL7A
c06,PLTP
c06,IGFBP4
c06,SRPX
c06,SLC40A1
c06,SERPINF1
c06,FBLN5
c06,DKK3
c06,PLXDC2
c06,IGF1
c06,CD302
c06,EPB41L2
c06,C1S
c06,GPNMB
c06,CAMK2N1
c06,FXYD6
c06,ABCA6
c06,PODN
c06,SMARCA2
c06,G0S2
c06,OLFML3
c06,SPON1
c06,ARL6IP5
c06,LHFP
c06,CFD
c06,UACA
c06,MT-ND4L
c06,PMP22
c06,SAMHD1
c06,ALDH2
c06,ZNF106
c06,ITM2A
c06,COL15A1
c06,C1R
c06,MOXD1
c06,NPC2
c06,TSHZ2
c06,RARRES1
c06,EFEMP1
c06,FXYD1
c06,SPON2
c06,LTBP1
c06,PID1
c06,SVEP1
c06,ABCA8
c06,COLEC12
c06,CD74
c06,LRP1
c06,SSPN
c06,MGST1
c06,EPHX1
c06,PDGFRA
c06,RARRES2
c06,ANGPTL1
c06,PSAP
c06,CYBRD1
c06,NR2F1
c06,PRNP
c06,LGALS3
c06,MATN2
c06,ADD3
c06,NFIA
c06,ELN
c06,TFPI
c06,NFIX
c06,NFIB
c06,LBH
c06,GPX3
c06,BOC
c06,RNASE4
c06,MMP23B
c06,HTRA3
c06,STEAP2
c06,AKAP9
c06,PLPP3
c06,TSC22D3
c06,NBL1
c06,SFRP2
c06,CTSF
c06,PLEKHA5
c06,APLP2
c06,GOLIM4
c06,TCEAL4
c06,FIBIN
c06,PLD3
c06,ITIH5
c06,SOD3
c06,SH3D19
c06,PNISR
c06,RPS4Y1
c06,COL8A1
c06,SCPEP1
c06,CCDC80
c06,NUCKS1
c06,TACC1
c06,PPFIBP1
c06,MMP2
c06,DPYSL2
c06,LINC00657
c06,F2R
c06,GSTM5
c06,TSPAN3
c06,FAM127A
c06,SLIT3
c06,ECHDC2
c06,MRC2
c06,LAPTM4A
c06,NDRG2
c06,ENG
c06,RUNX1T1
c06,LITAF
c06,LAMA4
c06,PSIP1
c06,GYPC
c06,OLFML1
c06,APP
c06,C19orf60
c06,TSPAN4
c06,ASPN
c06,LAMP1
c06,ISLR
c06,ITM2B
c06,NRP1
c06,RPL17
c06,MT-ATP8
c06,FGF7
c06,GAS6
c06,KCTD12
c06,CTSO
c06,TXNIP
c06,ADH5
c06,SGCE
c06,LTBP3
c06,LUC7L3
c06,ANTXR2
c06,SEPW1
c06,45184
c06,FCGRT
c06,DAAM1
c06,LMO4
c06,PCOLCE
c06,PDGFRL
c06,PROS1
c06,ZFP36L2
c06,CDH11
c06,IL6ST
c06,PEBP1
c06,CPQ
c06,ZNF503
c06,COL6A3
c06,TMX4
c06,SPRY1
c06,LGALS3BP
c06,CREG1
c07,CXCL8
c07,CXCL3
c07,MMP3
c07,CXCL1
c07,CXCL2
c07,TNFAIP6
c07,AKR1C1
c07,IL6
c07,MMP10
c07,MMP12
c07,CTSL
c07,HMOX1
c07,PLIN2
c07,DDX21
c07,MEDAG
c07,TXN
c07,IL1RL1
c07,IER3
c07,SOD2
c07,MT2A
c07,PTGS2
c07,FOSL1
c07,WTAP
c07,SAT1
c07,CLMP
c07,PTX3
c07,NFKBIA
c07,PFDN2
c07,RAN
c07,THAP2
c07,LIF
c07,GEM
c07,KDM6B
c07,ATP1B3
c07,GSTO1
c07,GAL
c07,TAC1
c07,MT1A
c07,SLC3A2
c07,CYCS
c07,TOP1
c07,PLPP3
c07,TNFRSF12A
c07,ATP13A3
c07,ANXA5
c07,CD59
c07,SELENOS
c07,SPHK1
c07,TXNRD1
c07,AKR1C2
c07,SERPINE2
c07,ELOC
c07,SRGAP1
c07,RBM8A
c07,TUBA1C
c07,NOP16
c07,CD44
c07,EIF1AX
c07,VEGFA
c07,NOP56
c07,HSPD1
c07,NCL
c07,EIF4E
c07,CEBPB
c07,SNRPB
c07,HMGA1
c07,HSP90AB1
c07,BTG3
c07,RACK1
c07,TGIF1
c07,GNL3
c07,NPM1
c07,PDLIM4
c07,SNU13
c07,EIF3J
c07,ERRFI1
c07,IL1R1
c07,HNRNPAB
c07,EIF4A1
c07,SNRPD1
c07,ABL2
c07,HSPA9
c07,TFPI2
c07,CLEC2B
c07,YBX1
c07,CYTOR
c07,NIFK
c07,MTHFD2
c07,CMSS1
c07,CREM
c07,SELENOK
c07,TUBB4B
c07,PLAUR
c07,CHIC2
c07,PA2G4
c07,GCLM
c07,UAP1
c07,ADPRHL1
c07,ENO1
c07,SERPINE1
c07,GPATCH4
c07,FRMD4A
c07,PNO1
c07,FGFR1
c07,EIF2S2
c07,SERBP1
c07,GTPBP4
c07,MEG3
c07,EIF5B
c07,FTH1
c07,NINJ1
c07,NAMPT
c07,PAPPA
c07,RAB7A
c07,NFKB1
c07,GPRC5A
c07,EBNA1BP2
c07,CCT2
c07,SUB1
c07,DCAF13
c07,GSPT1
c07,MCL1
c07,S100A16
c07,WDR43
c07,PIM3
c07,DDX18
c07,HNRNPC
c07,PUM3
c07,ILF2
c07,TOMM40
c07,MAP4K4
c07,SQSTM1
c07,RND3
c07,COPS8
c07,BRIX1
c07,HSPE1
c07,PSMC4
c07,G3BP1
c07,ZNF593
c07,ATF4
c07,EIF1B
c07,TWIST2
c07,RNF149
c07,EIF5
c07,PRMT1
c07,PDPN
c07,ICAM1
c07,PEA15
c07,PRDX1
c07,GRPEL1
c07,FBL
c07,CCT5
c07,C1QBP
c07,LRRC59
c07,RPF2
c07,CREB5
c07,PRRX1
c07,ARSG
c07,MRTO4
c07,ATP5F1B
c07,RHEB
c07,FST
c07,REL
c07,XBP1
c07,C11orf96
c07,EDNRB
c07,AMD1
c07,DKC1
c07,MFSD2A
c07,RRP9
c07,PSMA7
c07,GNL2
c07,SNRPG
c07,SLC4A7
c07,APOD
c07,PNPLA8
c07,ARID5B
c07,SRSF7
c07,NOP58
c07,SET
c07,UBE2D3
c07,UBE2N
c07,EMP1
c07,METAP2
c07,BAZ1A
c07,RRP15
c07,YWHAE
c07,ATP5MD
c07,PSMD11
c07,CHCHD2
c07,BUD23
c07,EIF3A
c07,SLC25A5
c07,SPRY2
c07,MYC
c07,ITPRIP
c07,PPP1R15A
c07,SLC39A14
c07,EFNB2
c07,ADRM1
c07,RAB21
c07,UGDH
c07,PDE4B
c07,AK6
c07,SNRPE
c07,DDX39A
c07,SRM
c07,FAM180A
c07,RELB
c07,RAP1B
c07,EIF5A
c07,EIF2S1
c07,CEBPZ
c07,DNAJC2
c07,GFPT2
c07,NME1
c07,HNRNPU
c07,ZPR1
c07,RSL1D1
c07,ADAMTS4
c07,RPL36AL
c07,AKAP12
c07,PRELID1
c07,RANBP1
c07,UPP1
c07,RPL37A
c07,ELL2
c07,UTP11
c07,CCDC47
c07,IMP4
c07,PAK1IP1
c07,PNRC2
c07,PTPN1
c07,TRIR
c07,PTRH2
c07,RSL24D1
c07,LRRFIP1
c07,TNFAIP3
c07,BIRC3
c07,CCT3
c07,SRSF2
c07,CCL2
c07,SFPQ
c07,NIP7
c07,CCT8
c07,NOLC1
c07,RRS1
c07,ODC1
c07,ANGPTL4
c07,DNTTIP2
c07,RPL39
c07,UFM1
c07,CHMP4B
c07,DNAJB9
c07,NXT1
c07,ACSL4
c07,FNDC3A
c07,RSPO3
c07,NFKBIB
c07,NUDC
c07,RYBP
c07,GLA
c07,ATP1A1
c07,BAG1
c07,RPS29
c07,SDCBP
c07,KLHL21
c07,ETF1
c07,TCEAL9
c07,RPS17
c07,MRPL32
c07,PSMB7
c07,EIF1
c07,INHBA
c07,SNHG15
c07,NAA20
c07,SPAG9
c07,JAK1
c07,TCP1
c07,C8orf33
c07,NOP53
c07,PRRC2C
c07,HGF
c07,HNRNPM
c07,PDCD5
c07,EIF4A3
c07,RPL23
c07,TUBA1B
c07,LHFPL2
c07,MIR4435-2HG
c07,RPL7L1
c07,ZFAS1
c07,ZDHHC9
c07,TFAM
c07,BID
c07,IFRD2
c07,TIMM17A
c07,GLRX3
c07,POMP
c07,ABCF1
c07,COQ10B
c07,INSIG1
c07,RTRAF
c07,SNX9
c07,SLC25A33
c07,SLIRP
c07,CCT4
c07,HNRNPH3
c07,KDM7A
c07,EEF1B2
c07,CCDC59
c07,KTN1
c07,CHMP1B
c07,PTP4A1
c07,PGAM1
c07,GAR1
c07,TMED5
c07,MAGOH
c07,RRP1
c07,PPA1
c07,ATP5F1E
c07,PSMC1
c07,FKBP4
c07,PRPF38B
c07,SLC43A3
c07,WDR74
c07,PSMD14
c07,SRP19
c07,PRDM1
c07,DIMT1
c07,HNRNPH1
c07,CCT6A
c07,SF3B6
c07,LYAR
c07,BZW1
c07,PITPNB
c07,SNRPB2
c07,OTUD4
c07,IPO7
c07,CYP1B1
c07,BYSL
c07,CDC42SE1
c07,SELENOM
c07,SRSF3
c07,KPNB1
c07,PSMD7
c07,BZW2
c07,UBE2D1
c07,HNRNPF
c07,ELK3
c07,AGO2
c07,RPL24
c07,SNRPF
c07,HIVEP2
c07,RBM39
c07,ANXA2
c07,RNPS1
c07,TXLNG
c07,SLC1A5
c07,NAA50
c07,B4GALT1
c07,TMEM165
c07,ZC3H15
c07,TYMP
c07,EGFR
c07,MAP1LC3B
c07,PPP2CB
c07,STIP1
c07,RPL35
c07,DNAJC8
c07,NSRP1
c07,RPL38
c07,SPSB1
c07,PSMD8
c07,DCUN1D5
c07,ETS2
c07,VCP
c07,RPL9
c07,EIF3M
c07,STRAP
c07,RPS5
c07,TUBB6
c07,POLR1C
c07,DNAJB6
c07,UQCRFS1
c07,PHLDA2
c07,PFKFB3
c07,JMJD1C
c07,COA4
c07,PKM
c07,SLC16A1
c07,UTP4
c07,HNRNPA0
c07,VDAC1
c07,RPL4
c07,PPAN
c07,EIF3B
c07,WWTR1
c07,SMS
c07,SON
c07,UCK2
c07,GARS
c07,SEM1
c07,NDUFAF4
c07,WIPI1
c07,ARPC5L
c07,YTHDF2
c07,CHD1
c07,DHX36
c07,COPS9
c07,BTF3
c07,TARS
c07,TMBIM6
c07,EIF3I
c07,NASP
c07,H2AFZ
c07,S100A11
c07,BCCIP
c07,RIOK1
c07,PSMA3
c07,TRIB1
c07,HNRNPK
c07,EIF6
c07,RPS27
c07,NGDN
c07,TUBB2A
c07,MAP2K3
c07,LMCD1
c07,RPIA
c07,UTP6
c07,MAFG
c07,REEP5
c07,SYPL1
c07,NHP2
c07,SYNCRIP
c07,AATF
c07,ABCE1
c07,TPBG
c07,RTN4
c07,TEX30
c07,TRMT10C
c07,NOC2L
c07,HNRNPD
c07,PPP2CA
c07,ESF1
c07,AK2
c07,CSNK1A1
c07,TXNL1
c07,PSMD2
c07,RPLP2
c07,SSB
c07,PANX1
c07,DHX15
c07,NDUFA6
c07,IPO5
c07,RPL35A
c07,UTP18
c07,MRPL47
c07,BASP1
c07,XRCC5
c07,MAP4K5
c07,GART
c07,PHC2
c07,NAP1L1
c07,MAPK6
c07,DDX10
c07,HNRNPA3
c07,ANKRD11
c07,FGF7
c07,CCT7
c07,HNRNPDL
c07,DNAJA2
c07,PSMA1
c07,DDX24
c07,UTP3
c07,CTNNAL1
c07,ZNF207
c07,RPS20
c07,PSMD12
c07,GADD45A
c07,SRSF10
c07,UGCG
c07,NRIP1
c07,ERCC1
c07,GRWD1
c07,GABPB1
c07,NACA
c07,PPIF
c07,PFKP
c07,TFPI
c07,AHSA1
c07,ZC3H12A
c07,ATP5MPL
c07,SEC61B
c07,CEBPG
c07,HSPH1
c07,RCAN1
c07,NDUFAF2
c07,YES1
c07,NAA15
c07,BTG1
c07,VASN
c07,SNAI2
c07,LTV1
c07,GNG5
c07,RPL7
c07,MAP3K20
c07,TSR1
c07,TBCA
c07,RIPK2
c07,BTF3L4
c07,ATG101
c07,LARP6
c07,MPZL1
c07,EFHD2
c07,TMEM70
c07,NFE2L2
c07,MAT2A
c07,KPNA2
c07,OAF
c07,RPS27A
c07,PSMC6
c07,PRPF40A
c07,KPNA4
c07,PSMG1
c07,SRSF1
c07,KLF6
c07,ASAP1
c07,IARS
c07,CRABP2
c07,RPS7
c07,ANKRD28
c07,RABGGTB
c07,SRRM2
c07,FOXO3
c07,MAPRE1
c07,TMEM38B
c07,NCBP2
c07,SPART
c07,PUF60
c07,MAFF
c07,SRP72
c07,UBAP1
c07,UBE2B
c07,C16orf72
c07,UBE2Z
c07,PLK3
c07,WDR46
c07,YWHAG
c07,UBE2S
c07,FTL
c07,PSMA5
c07,CDKN1A
c07,IMP3
c07,DPM1
c07,HNRNPR
c07,RPL5
c07,RBM17
c07,AKIRIN1
c07,RPL27
c07,NOC3L
c07,HSP90AA1
c07,FAM208B
c07,CYC1
c07,SRPX
c07,RPL21
c07,PGM3
c07,GABPB1-AS1
c07,ETS1
c07,RPL26
c07,RPL37
c07,TBX3
c07,RPS19
c07,RSRC2
c07,ST3GAL1
c07,SELENOT
c07,PABPC4
c07,FAT1
c07,EIF4G2
c07,CYLD
c07,HNRNPA2B1
c07,HDAC2
c07,POLR2F
c07,H3F3B
c07,YWHAB
c07,AMOTL1
c07,SMIM3
c07,RPS28
c07,UFD1
c07,TP53RK
c07,PSMD1
c07,MRPS12
c07,CPSF6
c07,EIF4H
c07,SRFBP1
c07,UBQLN1
c07,PCBP1
c07,SAP18
c07,ARRDC3
c07,IDH3A
c07,SRSF6
c07,EIF3D
c07,TAF1D
c07,DDX3X
c07,NDUFAF8
c07,ATP6V0B
c07,PFN1
c07,MAP1B
c07,DCTPP1
c07,DDX27
c07,FKBP1A
c07,SRSF9
c07,CAMTA1
c07,DDX5
c07,EXT1
c07,TOMM22
c07,RPL14
c07,PSMD6
c07,STX4
c07,MPHOSPH10
c07,RBM25
c07,XRCC6
c07,B4GALT3
c07,POLR2H
c07,YBX3
c07,ATP5MF
c07,LIMS1
c07,RPF1
c07,MRPL14
c07,HINT1
c07,MRPL3
c07,MED28
c07,CD55
c07,RAD23A
c07,FUNDC2
c07,UBE2L3
c07,OSER1
c07,HSPA5
c07,ARF6
c07,RPS15
c07,EMC6
c07,RPL8
c07,FAM133B
c07,DCP1A
c07,UBE2G2
c07,INPP1
c07,TCERG1
c07,ARF1
c07,TOMM5
c07,RFK
c07,TIMP1
c07,LUC7L
c07,MMADHC
c07,NANS
c07,NOB1
c07,KRR1
c07,MRPL50
c07,SNW1
c07,TAF7
c07,THUMPD3-AS1
c07,EIF4G1
c07,AKIRIN2
c07,ERH
c07,RPS18
c07,UBE3A
c07,PPP2R2A
c07,MRPL36
c07,MAPKAPK2
c07,CLTB
c07,RBMS1
c07,TRIM44
c07,PSMD3
c07,RNMT
c07,ATP5MG
c07,PABPC1
c07,DRAM1
c07,ARPP19
c07,YME1L1
c07,SF1
c07,MED10
c07,PRDM2
c07,GTF2B
c07,VAPA
c07,EXOSC4
c07,IWS1
c07,RPL18
c07,LLPH
c07,EMP3
c07,DPH3
c07,LSM7
c07,RRP7A
c07,BLOC1S2
c07,TBC1D15
c07,PPM1G
c07,IVNS1ABP
c07,ZFAND6
c07,SRSF4
c07,SLBP
c07,YWHAQ
c07,SNRPA1
c07,NT5C3A
c07,MOB1A
c07,BUD31
c07,ARIH2
c07,FIP1L1
c07,ENY2
c07,PSMB1
c07,PNRC1
c07,ELOVL5
c07,ACSL3
c07,PSME2
c07,UBE2K
c07,TIMM10
c07,LAMTOR5
c07,ATP5F1C
c07,ATP2B1
c07,SAR1A
c07,ATP5MC1
c07,SRP14
c07,SURF4
c07,DNAJA1
c07,STK17A
c07,RAB18
c07,CSNK2A1
c07,ITM2A
c07,IFT57
c07,AAED1
c07,COPS3
c07,TLE4
c07,SOX4
c07,ATP6V1B2
c07,HSPA4
c07,VBP1
c07,TKT
c07,OGT
c07,TAF9
c07,SNRNP40
c07,PLEKHO1
c07,DHX9
c07,MRPL20
c07,BOD1
c07,SEC61G
c07,HLA-E
c07,COTL1
c07,ATP5PB
c07,GNL1
c07,MORF4L2
c07,STARD7
c07,LRRC41
c07,PRKAR1A
c07,DDX46
c07,RPL15
c07,IFNGR1
c07,ATP5MC3
c07,VMP1
c07,SBDS
c07,SRPRB
c07,TSSC4
c07,LARP1
c07,CD63
c07,RPS11
c07,RPS13
c07,ELOB
c07,ATP5PF
c07,CNOT2
c07,SRSF11
c07,PRPF38A
c07,ZFAND5
c07,ARL8B
c07,TRIM47
c07,MRPL12
c07,SELENOF
c07,FAU
c07,PHLDA1
c07,ELAVL1
c07,PAK2
c07,USP14
c07,SRRM1
c07,DENR
c07,PTMA
c07,RPSA
c07,NTMT1
c07,RPL13A
c07,SS18L2
c07,ITGA5
c07,CSNK1D
c07,POLE3
c07,C1orf52
c07,WDR45B
c07,PRPF4B
c07,SAP30BP
c07,WBP11
c07,RPS8
c07,CDV3
c07,XRN2
c07,PSMA2
c07,SARS
c07,AHCYL1
c07,KDSR
c07,RPS2
c07,PPIA
c07,CNBP
c07,PSMB2
c07,DRAP1
c07,PSMB5
c07,CREB3
c07,SERP1
c07,UBE2A
c07,AAMP
c07,ANKLE2
c07,ARL6IP1
c07,RANBP2
c07,GPBP1
c07,MRFAP1
c07,RPS23
c07,CFLAR
c07,RPL27A
c07,PHF5A
c07,FUS
c07,U2AF2
c07,TARDBP
c07,ARID5A
c07,ADAM17
c07,UBA2
c07,PTPN2
c07,WAC
c07,RPS15A
c07,RPS26
c07,RAB10
c07,GLS
c07,DAP3
c07,NOTCH2
c07,RPL6
c07,STOML2
c08,RGS5
c08,FABP4
c08,NDUFA4L2
c08,HIGD1B
c08,COL4A1
c08,CD36
c08,NOTCH3
c08,COX4I2
c08,ARHGDIB
c08,COL4A2
c08,STEAP4
c08,COL18A1
c08,IGFBP2
c08,GJA4
c08,IFITM1
c08,TINAGL1
c08,MCAM
c08,MEF2C
c08,PDGFRB
c08,EPS8
c08,MYO1B
c08,ADGRF5
c08,CCDC102B
c08,LHFPL6
c08,EGFL6
c08,IGFBP7
c08,SEPT4
c08,FAM162B
c08,ITGA1
c08,ANGPT2
c08,NR2F2
c08,EPAS1
c08,CPE
c08,KCNJ8
c08,TM4SF1
c08,ABCC9
c08,GJC1
c08,MAP1B
c08,LGI4
c08,UACA
c08,PTP4A3
c08,ISYNA1
c08,CRIP1
c08,PLXDC1
c08,THY1
c08,HOPX
c08,ESAM
c08,ACTA2
c08,SYNPO2
c08,CSRP2
c08,INPP4B
c08,JAG1
c08,HES4
c08,STOM
c08,CPM
c08,CALD1
c08,ARHGAP29
c08,MIR4435-2HG
c08,LINC00152
c08,CHN1
c08,SEPT7
c08,CDH6
c08,RGS16
c08,C20orf27
c08,PPP1R14A
c08,PTK2
c08,TBX2
c08,ADAMTS4
c08,ITGA7
c08,SPARCL1
c08,FILIP1L
c08,APOLD1
c08,FAM13C
c08,GUCY1A2
c08,ENPEP
c08,ADAMTS1
c08,MYH9
c08,EDNRA
c08,ARHGAP15
c08,CRIP2
c08,NEURL1B
c08,HLA-B
c08,PGF
c08,GUCY1B1
c08,PMEPA1
c08,ARHGEF17
c08,FRZB
c08,ISG15
c08,LHFP
c08,MYL9
c08,PPP1R12A
c08,IFITM2
c08,COL5A3
c08,OAZ2
c08,CHCHD10
c08,CAMK2N1
c08,TFPI
c08,KCNE4
c08,FOXS1
c08,NDRG2
c08,GUCY1A1
c08,PHLDA1
c08,FABP5
c08,ADIRF
c08,IFITM3
c08,CSPG4
c08,ADAP2
c08,DLC1
c08,OLFML2A
c08,CLMN
c08,BGN
c08,EFHD1
c08,SYTL2
c08,SYNE2
c08,MYLK
c08,PAG1
c08,HEYL
c08,EHD2
c08,PDGFA
c08,CAV1
c08,ITGB1
c08,CARMN
c08,ARPC5
c08,ATP5MC2
c08,C1QTNF1
c08,MARCKSL1
c08,HLA-C
c08,ASAH1
c08,PARM1
c08,NES
c08,ADCY3
c08,TRPC6
c08,SELENOW
c08,CD59
c08,NME2
c08,A2M
c08,DBNDD2
c08,HLA-A
c08,FBLIM1
c08,MRVI1
c08,SLC25A5
c08,OLFML2B
c08,LURAP1L
c08,B3GNT2
c08,EGFLAM
c08,MT-ATP8
c08,UBA2
c08,PTEN
c08,ID4
c08,MYL12A
c08,ATP5F1B
c08,EBF1
c08,UTRN
c08,ZEB2
c08,GMFG
c08,CAV2
c08,KLHL23
c08,TACC1
c08,CLIC1
c08,MAP3K7CL
c08,SLC7A2
c08,TNS1
c08,MFGE8
c08,ACTN4
c08,TLN1
c08,ANO1
c08,VASP
c08,CYTOR
c08,MPRIP
c08,TPM1
c08,B2M
c08,KIAA0040
c08,LZTS1
c08,TGFB1I1
c08,RNF152
c08,RASGRP2
c08,SPARC
c08,ID3
c08,PDLIM1
c08,CD248
c08,NCK2
c08,TPM4
c08,LRRC32
c08,ECE1
c08,ITM2C
c08,LBH
c08,INAFM1
c08,SNRK
c08,FAM213A
c08,MGLL
c08,GAPDH
c08,ATP5MC3
c08,MTHFD2
c08,AGRN
c08,ANXA6
c08,NID1
c08,ETS1
c08,SPECC1
c08,MOCS1
c08,PTMA
c08,TGFBI
c08,TAGLN2
c08,COBLL1
c08,ROCK1
c08,RSU1
c08,PPIA
c08,RASL11A
c08,SLCO3A1
c08,SMOC2
c08,HLA-F
c08,CNN3
c08,PACSIN2
c08,ATP5F1D
c08,SERPINH1
c08,RASL12
c08,EEF1G
c08,PEAK1
c08,LMOD1
c08,CAVIN3
c08,LOXL2
c08,VCL
c08,TRIB2
c08,RASD1
c08,NRP1
c08,PLXND1
c08,RCSD1
c08,S1PR3
c08,PDE5A
c08,NT5DC2
c08,C1orf54
c08,EPB41L1
c08,HIP1
c08,PSME1
c08,MAP3K20
c08,TPM2
c08,SORBS3
c08,DAAM2
c08,H2AFJ
c08,ANGPT1
c08,GPM6B
c08,SLC38A2
c08,TNS2
c08,ROCK2
c08,RHOC
c08,SEMA5A
c08,LDHB
c08,CALM2
c08,SEM1
c08,ARID5A
c08,PAWR
c08,RERG
c08,ANKRD10
c08,TAGLN
c08,GGT5
c08,IFIT3
c08,CFL1
c08,COX7A1
c08,FKBP5
c08,ASAP1
c08,ACTB
c08,NREP
c08,YWHAZ
c08,ADGRA2
c08,ARHGAP10
c08,BST2
c08,ARHGAP1
c08,RBPMS
c08,KLF9
c08,COX6A1
c08,CCND1
c08,SLIT3
c08,SPTBN1
c08,FXYD6
c08,TMEM204
c08,CRIM1
c08,LAMA4
c08,RNASEK
c08,PTMS
c08,FILIP1
c08,ARPC2
c08,ATP5F1C
c08,PRKG1
c08,PTGIR
c08,KRT18
c08,PDE1A
c08,JAK1
c08,C11orf96
c08,TJP1
c08,EZR
c08,ATP5F1A
c08,RFTN1
c08,PFN1
c08,CALM1
c08,ATP5PD
c08,SELENBP1
c08,HMOX2
c08,LPP
c08,SH3KBP1
c08,ELOB
c08,HIF1A
c08,ARPC3
c08,ARHGEF7
c08,TNS3
c08,YWHAB
c08,RAC1
c08,MYL6
c08,TUBA1B
c08,PPP1R12B
c08,ARHGAP17
c08,CDC42BPA
c08,ATP5MG
c08,SGIP1
c08,MAP1LC3A
c08,COX7B
c08,EPHX1
c08,ATP5PB
c08,MAGED2
c08,FAT1
c08,LAPTM4B
c08,MT-ND4L
c08,RCAN2
c08,SLC2A3
c08,OSTF1
c08,TPPP3
c08,CEBPD
c08,TMEM47
c08,GRK5
c08,MAPRE2
c08,ALDOA
c08,TSPAN3
c08,CYBA
c08,BTG1
c08,GPI
c08,SNX6
c08,CHURC1
c08,LRRFIP1
c08,SEPT11
c08,CAVIN1
c08,SH3BGRL
c08,CYSTM1
c08,CAP1
c08,TPI1
c08,GABARAP
c08,RACK1
c08,BAX
c08,ATP5PF
c08,COX5B
c08,RASAL2
c08,PELO
c08,LAMC1
c08,SPATS2L
c08,MIF
c08,CRISPLD2
c08,ATP5MF
c08,CSNK1E
c08,PTPRK
c08,GSTK1
c08,SEPT9
c08,TMSB4X
c08,H1FX
c08,KTN1
c08,POMP
c08,IFI27
c08,TBC1D1
c08,IFI6
c08,SLC44A2
c08,UQCRC1
c08,ANP32A
c08,SSRP1
c08,ABTB1
c08,SYDE1
c08,EDNRB
c08,NID2
c08,BEX3
c08,ATF3
c09,XIST
c09,COL1A1
c09,VMP1
c09,NEAT1
c09,COL1A2
c09,COL5A1
c09,THBS2
c09,COL6A3
c09,DDX17
c09,COL5A2
c09,COL3A1
c09,POSTN
c09,NKTR
c09,MACF1
c09,KCNQ1OT1
c09,MMP14
c09,WSB1
c09,COL6A1
c09,MT-ND3
c09,DST
c09,N4BP2L2
c09,IGFBP3
c09,CDH11
c09,LUC7L3
c09,MALAT1
c09,HSPG2
c09,MT-CO2
c09,MT-ATP6
c09,FAP
c09,MT-CO3
c09,MRC2
c09,COL8A1
c09,MT-ND4
c09,MXRA5
c09,FN1
c09,RNF213
c09,ZRANB2
c09,SRSF11
c09,PHLDB1
c09,AKAP9
c09,ANTXR1
c09,SPARC
c09,LAMB1
c09,DPYSL3
c09,CTNNB1
c09,RRBP1
c09,MT-ND6
c09,SON
c09,PLAGL1
c09,ARGLU1
c09,TTC3
c09,PPFIBP1
c09,HNRNPH1
c09,RSRP1
c09,RUNX1
c09,PLEC
c09,ZNF638
c09,SF3B1
c09,MT-ND1
c09,PXDN
c09,B4GALT1
c09,PNISR
c09,CHD9
c09,MT-CO1
c09,LRP1
c09,SNRNP70
c09,LIMA1
c09,ELN
c09,MT-CYB
c09,PLXDC2
c09,CHPF
c09,BLVRB
c09,LTBP3
c09,MDK
c09,GOLGB1
c09,SULF1
c09,MT-ND2
c09,FNBP4
c09,RNMT
c09,SH3PXD2A
c09,SYNE1
c09,ITGB5
c09,ODF2L
c09,RBM25
c09,TCF25
c09,PLOD2
c09,SETD5
c09,AHI1
c09,ANKRD11
c09,PRPF4B
c09,CTTN
c09,RBP1
c09,THBS1
c09,UACA
c09,ASPN
c09,MPHOSPH8
c09,TCF4
c09,TIMP2
c09,TNRC6B
c09,ATRX
c09,LAMB2
c09,TRA2A
c09,PCM1
c09,SRRM2
c09,PHF14
c09,SEC31A
c09,GLG1
c09,BPTF
c09,TAF1D
c09,MBNL1
c09,FBN1
c09,RUNX1T1
c09,HP1BP3
c09,FNDC3B
c09,SCAF11
c09,RPS17
c10,PRG4
c10,CRTAC1
c10,HTRA1
c10,CLU
c10,FN1
c10,PLA2G2A
c10,C2orf40
c10,TPPP3
c10,DEFB1
c10,AK1
c10,THBS4
c10,RGCC
c10,S100A4
c10,TWISTNB
c10,VKORC1
c10,GPR1
c10,HBEGF
c10,MT1X
c10,TMEM196
c10,TMEM100
c10,ANKH
c10,ITGB8
c10,ERRFI1
c10,TIMP3
c10,DIRC3
c10,SH3BGRL3
c10,CD9
c10,PCOLCE2
c10,SMIM14
c10,NDUFA4L2
c10,SCRG1
c10,S100A10
c10,ENPP1
c10,C19orf10
c10,CREB5
c10,MT1E
c10,CDO1
c10,DAB2
c10,CRLF1
c10,BCAT1
c10,AQP1
c10,TPD52L1
c10,MT2A
c10,TNXB
